account_id,customer_id,type,currency,balance,status,opened_at,branch_id
A-2846,C-2638,CREDIT,USD,1240.65,OPEN,2019-11-07,B-134
A-2847,C-2274,CHECKING,USD,4396.6,OPEN,03/07/2018 22:42,B-23
A-2848,C-2325,BROKERAGE,USD,3362.76,OPEN,08/28/2022,B-149
A-2849,C-1917,CREDIT,USD,2292.86,OPEN,10/22/2021 08:38,B-179
A-2850,C-2830,SAVINGS,USD,566.39,OPEN,06/25/2019,B-196
A-2851,C-2955,CREDIT,USD,753.21,OPEN,2022-08-03T03:05:07,B-139
A-2852,C-2273,SAVINGS,USD,974.68,OPEN,11/12/2024 23:58,B-29
A-2853,C-1702,SAVINGS,USD,3248.54,OPEN,2022-07-25 23:21:28,B-112
A-2854,C-2059,BROKERAGE,USD,1921.78,OPEN,2020-10-30T13:23:05,B-191
A-2855,C-2879,CHECKING,USD,4839.35,OPEN,2025-01-25 09:15:11,B-153
A-2856,C-2799,CHECKING,USD,1130.1,OPEN,2020-08-03,B-77
A-2857,C-2849,SAVINGS,USD,1477.55,OPEN,2025-01-15,B-174
A-2858,C-1713,CHECKING,USD,1829.27,OPEN,09/24/2020,B-99
A-2859,C-2743,BROKERAGE,USD,1410.91,OPEN,2018-01-04 18:10:00,B-71
A-2860,C-2850,BROKERAGE,USD,2259.5,OPEN,2024-06-11 19:20:19,B-125
A-2861,C-2413,CHECKING,USD,1839.37,OPEN,2018-04-03T14:07:37,B-146
A-2862,C-1790,CHECKING,USD,1758.93,OPEN,2023-09-09 06:50:51,B-135
A-2863,C-1554,SAVINGS,USD,2364.04,OPEN,2022-09-17,B-60
A-2864,C-2483,BROKERAGE,USD,1424.98,OPEN,10/28/2021,B-119
A-2865,C-1556,CHECKING,USD,583.12,OPEN,2020-02-07T11:37:02,B-118
A-2866,C-1233,SAVINGS,USD,1840.75,OPEN,09/19/2024,B-142
A-2867,C-2850,SAVINGS,USD,554.96,OPEN,2018-11-14,B-89
A-2868,C-2094,CHECKING,USD,3436.21,OPEN,10/20/2020 05:01,B-114
A-2869,C-1307,CHECKING,USD,1896.79,OPEN,2025-05-12,B-132
A-2870,C-2734,BROKERAGE,USD,2447.56,FROZEN,2022-07-10,B-148
A-2871,C-2531,CREDIT,USD,1998.92,FROZEN,2018-07-03T20:33:02,B-127
A-2872,C-1361,CHECKING,USD,1729.58,OPEN,2021-06-10,B-28
A-2873,C-2823,SAVINGS,USD,3433.79,OPEN,2025-07-19 21:00:07,B-59
A-2874,C-2773,CHECKING,USD,827.74,OPEN,2018-05-04,B-3
A-2875,C-1413,CHECKING,USD,2701.52,OPEN,2022-06-14,B-60
A-2876,C-1843,SAVINGS,USD,1139.06,CLOSED,2022-02-17T18:01:40,B-164
A-2877,C-2099,SAVINGS,USD,,OPEN,2020-11-14,B-105
A-2878,C-1019,CHECKING,USD,1515.22,OPEN,2024-04-13T10:59:58,B-79
A-2879,C-1765,CHECKING,USD,1518.5,OPEN,11/04/2022 01:50,B-54
A-2880,C-1560,SAVINGS,USD,529.6,OPEN,2021-07-19T12:41:41,B-188
A-2881,C-1692,SAVINGS,USD,2690.8,OPEN,07/17/2022 03:23,B-1
A-2882,C-1620,SAVINGS,USD,939.19,OPEN,2024-05-15 20:32:53,B-66
A-2883,C-2821,CREDIT,USD,1789.17,OPEN,2025-05-03 14:26:32,B-50
A-2884,C-2791,CHECKING,USD,1809.37,OPEN,04/17/2018,B-181
A-2885,C-2251,CREDIT,USD,386.47,FROZEN,2020-11-19 23:07:08,B-176
A-2886,C-1683,SAVINGS,USD,4937.38,OPEN,09/13/2020,B-13
A-2887,C-1160,CREDIT,USD,3263.39,OPEN,2024-10-28T19:41:25,B-78
A-2888,C-2528,SAVINGS,USD,2021.28,OPEN,09/02/2021,B-190
A-2889,C-1099,SAVINGS,USD,2549.76,OPEN,2023-08-16 14:37:23,B-25
A-2890,C-1137,CREDIT,USD,790.54,OPEN,2019-02-05 13:22:42,B-19
A-2891,C-2963,SAVINGS,USD,1586.78,OPEN,2023-12-29 19:14:20,B-82
A-2892,C-1788,BROKERAGE,USD,1440.55,OPEN,2019-09-27 04:55:55,B-17
A-2893,C-2729,CHECKING,USD,3250.29,OPEN,2021-06-15,B-162
A-2894,C-2034,CREDIT,USD,1541.97,OPEN,06/19/2025,B-118
A-2895,C-2268,SAVINGS,USD,1349.85,FROZEN,2019-05-28,B-172
A-2896,C-2053,SAVINGS,USD,2843.15,OPEN,05/29/2025,B-118
A-2897,C-1293,CREDIT,USD,525.74,OPEN,2022-06-25T20:05:33,B-159
A-2898,C-1892,CREDIT,USD,2403.01,CLOSED,2020-07-18 16:27:26,B-135
A-2899,C-1778,CHECKING,USD,543.78,OPEN,11/29/2023,B-102
A-2900,C-2860,CHECKING,USD,1784.26,OPEN,05/17/2019,B-197
A-2901,C-2389,CHECKING,USD,2142.48,OPEN,03/19/2018 04:20,B-114
A-2902,C-1069,CHECKING,USD,1550.44,OPEN,2022-06-08T19:55:20,B-118
A-2903,C-2587,SAVINGS,USD,2757.93,FROZEN,2024-03-11T18:21:52,B-146
A-2904,C-1482,CHECKING,USD,5191.31,OPEN,10/07/2024,B-34
A-2905,C-2737,CHECKING,USD,884.37,OPEN,2022-04-07T09:56:27,B-85
A-2906,C-1391,SAVINGS,USD,2238.08,OPEN,2021-11-25 06:48:00,B-97
A-2907,C-2049,CHECKING,USD,3489.73,OPEN,2023-10-29T08:15:56,B-67
A-2908,C-1254,CHECKING,USD,1001.33,OPEN,2022-12-16T16:07:10,B-68
A-2909,C-2469,CREDIT,USD,3796.04,OPEN,2019-07-08 01:02:31,B-97
A-2910,C-1371,SAVINGS,USD,3801.43,OPEN,2024-02-10 10:24:54,B-176
A-2911,C-1223,SAVINGS,USD,1301.97,OPEN,2024-11-29,B-170
A-2912,C-1611,SAVINGS,USD,842.78,OPEN,2018-03-19 04:42:13,B-186
A-2913,C-2000,SAVINGS,USD,857.29,OPEN,09/11/2024,B-130
A-2914,C-1862,CHECKING,USD,277.47,OPEN,2021-11-25 05:31:47,B-60
A-2915,C-2525,SAVINGS,USD,1173.91,OPEN,2020-03-17,B-112
A-2916,C-2086,SAVINGS,USD,1691.55,OPEN,12/22/2019 07:10,B-35
A-2917,C-2268,SAVINGS,USD,1649.37,OPEN,2022-02-24T04:24:58,B-20
A-2918,C-1881,CHECKING,USD,956.77,OPEN,2024-12-19,B-8
A-2919,C-1755,CHECKING,USD,2921.89,OPEN,02/19/2023 06:40,B-88
A-2920,C-2010,CHECKING,USD,2053.13,CLOSED,06/02/2020 14:15,B-104
A-2921,C-1727,CHECKING,USD,,OPEN,2025-01-24 19:18:08,B-73
A-2922,C-1723,CREDIT,USD,2127.62,OPEN,2019-10-13T02:28:24,B-187
A-2923,C-2434,SAVINGS,USD,512.0,OPEN,2019-08-07 10:50:30,B-67
A-2924,C-1138,SAVINGS,USD,4038.33,OPEN,2020-07-25,B-180
A-2925,C-2242,CHECKING,USD,721.42,OPEN,2019-11-12,B-113
A-2926,C-1012,SAVINGS,USD,2493.98,OPEN,06/02/2022 09:26,B-3
A-2927,C-2860,BROKERAGE,USD,13904.43,OPEN,2020-06-07,B-6
A-2928,C-1671,CHECKING,USD,868.92,FROZEN,2025-06-01,B-121
A-2929,C-2024,SAVINGS,USD,3463.38,OPEN,2023-03-18 08:34:02,B-155
A-2930,C-1735,CHECKING,USD,4716.47,OPEN,2018-07-21,B-37
A-2931,C-1322,CHECKING,USD,1257.71,FROZEN,06/14/2025,B-151
A-2932,C-1474,CREDIT,USD,4023.48,OPEN,08/23/2019 19:47,B-191
A-2933,C-1548,CHECKING,USD,1223.24,OPEN,03/06/2018,B-99
A-2934,C-1921,SAVINGS,USD,2213.04,OPEN,2022-03-30T08:30:39,B-103
A-2935,C-1701,BROKERAGE,USD,924.7,OPEN,2023-11-28T17:44:39,B-14
A-2936,C-1961,SAVINGS,USD,4783.99,OPEN,2023-11-25T16:11:11,B-75
A-2937,C-1384,SAVINGS,USD,678.18,CLOSED,2019-05-09,B-87
A-2938,C-2760,BROKERAGE,USD,1178.8,OPEN,2020-06-30,B-145
A-2939,C-2585,SAVINGS,USD,2651.68,CLOSED,2018-07-21T11:41:32,B-95
A-2940,C-1083,SAVINGS,USD,2825.84,OPEN,2023-03-19,B-194
A-2941,C-2832,CHECKING,USD,968.34,FROZEN,2024-10-21T20:22:07,B-165
A-2942,C-1321,CHECKING,USD,2656.11,OPEN,05/13/2020,B-99
A-2943,C-2678,CHECKING,USD,1660.34,OPEN,2021-12-11T01:06:28,B-23
A-2944,C-2109,CHECKING,USD,2172.72,OPEN,04/08/2025 01:30,B-76
A-2945,C-1775,CHECKING,USD,1271.87,OPEN,2021-01-30,B-55
A-2946,C-1422,SAVINGS,USD,1231.29,CLOSED,08/31/2022,B-182
A-2947,C-2928,CHECKING,USD,906.05,OPEN,2019-01-02,B-111
A-2948,C-1092,SAVINGS,USD,1457.75,FROZEN,10/10/2023,B-123
A-2949,C-1877,CHECKING,USD,1713.54,OPEN,02/21/2018 07:55,B-50
A-2950,C-2633,CHECKING,USD,1363.51,OPEN,07/24/2024 20:24,B-68
A-2951,C-2090,SAVINGS,USD,1817.71,CLOSED,02/12/2022 20:54,B-126
A-2952,C-2026,SAVINGS,USD,2850.22,OPEN,2023-06-14 02:10:34,B-76
A-2953,C-2160,SAVINGS,USD,1173.96,OPEN,2020-06-17,B-179
A-2954,C-2598,SAVINGS,USD,3743.52,OPEN,2025-04-14,B-18
A-2955,C-2134,CREDIT,USD,406.83,OPEN,06/06/2023 08:01,B-195
A-2956,C-2374,CREDIT,USD,1249.93,OPEN,2024-06-29,B-61
A-2957,C-1893,BROKERAGE,USD,2408.98,OPEN,11/15/2022 14:00,B-43
A-2958,C-2567,SAVINGS,USD,1119.19,OPEN,06/05/2021,B-194
A-2959,C-2434,CHECKING,USD,2358.81,CLOSED,2024-07-01T00:45:28,B-119
A-2960,C-2263,SAVINGS,USD,1614.88,OPEN,06/01/2018,B-198
A-2961,C-1993,CHECKING,USD,608.15,OPEN,2023-05-29 03:52:56,B-115
A-2962,C-2464,BROKERAGE,USD,616.13,OPEN,04/04/2019 09:34,B-78
A-2963,C-2759,CREDIT,USD,2205.36,OPEN,2024-06-25 05:34:39,B-154
A-2964,C-2117,CHECKING,USD,550.66,OPEN,2023-07-27T02:20:32,B-7
A-2965,C-2749,CHECKING,USD,2161.96,OPEN,2025-03-23T06:26:33,B-138
A-2966,C-1729,CHECKING,USD,1770.55,OPEN,2021-11-01,B-14
A-2967,C-1156,CHECKING,USD,714.15,OPEN,2018-06-12T11:11:54,B-122
A-2968,C-1732,BROKERAGE,USD,601.19,OPEN,2024-07-16,B-109
A-2969,C-2520,CHECKING,USD,2684.45,OPEN,03/07/2018 01:46,B-52
A-2970,C-2141,CHECKING,USD,1054.26,OPEN,2025-04-10 12:12:31,B-30
A-2971,C-2069,CREDIT,USD,2092.52,OPEN,12/27/2021,B-151
A-2972,C-2867,CREDIT,USD,1124.56,OPEN,2019-11-17,B-193
A-2973,C-2775,SAVINGS,USD,1192.3,OPEN,07/29/2023,B-96
A-2974,C-1746,CHECKING,USD,1251.47,OPEN,2021-11-30 19:33:54,B-165
A-2975,C-1362,SAVINGS,USD,2914.23,OPEN,12/11/2018,B-197
A-2976,C-2570,SAVINGS,USD,1828.82,OPEN,2021-02-10,B-3
A-2977,C-1348,CHECKING,USD,3529.6,OPEN,07/12/2024,B-61
A-2978,C-1234,SAVINGS,USD,2978.25,OPEN,04/24/2022,B-21
A-2979,C-1323,CHECKING,USD,1853.0,OPEN,2023-01-08T18:57:57,B-164
A-2980,C-2218,SAVINGS,USD,2079.1,CLOSED,11/05/2018 07:23,B-77
A-2981,C-2917,CHECKING,USD,3209.94,CLOSED,04/01/2025,B-78
A-2982,C-1633,SAVINGS,USD,4743.77,CLOSED,03/18/2019,B-147
A-2983,C-2115,CHECKING,USD,1649.36,CLOSED,2022-03-15 16:32:40,B-184
A-2984,C-1575,CHECKING,USD,1715.98,OPEN,03/06/2020 05:56,B-195
A-2985,C-1580,CHECKING,USD,1791.41,CLOSED,07/31/2022 05:16,B-18
A-2986,C-1281,CHECKING,USD,1227.32,OPEN,2018-10-15 09:40:16,B-168
A-2987,C-1164,CREDIT,USD,5819.85,OPEN,01/22/2020,B-128
A-2988,C-1394,BROKERAGE,USD,1064.46,OPEN,2023-12-26,B-164
A-2989,C-1356,BROKERAGE,USD,2785.7,OPEN,03/26/2025 16:34,B-50
A-2990,C-1465,SAVINGS,USD,909.85,OPEN,2023-01-08T04:09:16,B-97
A-2991,C-2204,BROKERAGE,USD,3068.25,OPEN,07/23/2022 20:19,B-131
A-2992,C-2254,CREDIT,USD,1879.82,OPEN,2021-04-15 16:00:03,B-83
A-2993,C-1132,SAVINGS,USD,3391.45,OPEN,2022-11-01,B-1
A-2994,C-2006,CREDIT,USD,2491.11,OPEN,01/21/2020,B-84
A-2995,C-2283,CHECKING,USD,1360.66,FROZEN,2019-12-09,B-29
A-2996,C-2037,BROKERAGE,USD,1442.92,OPEN,2021-08-12T04:26:07,B-185
A-2997,C-2183,CHECKING,USD,1033.81,OPEN,2018-08-06T10:46:50,B-116
A-2998,C-2511,CHECKING,USD,3724.24,OPEN,2020-09-20,B-177
A-2999,C-1224,SAVINGS,USD,394.64,OPEN,01/08/2019 23:14,B-108
A-3000,C-1698,SAVINGS,USD,1778.39,FROZEN,02/15/2024,B-80
A-3001,C-1635,CHECKING,USD,1118.49,OPEN,03/14/2019,B-199
A-3002,C-2892,CHECKING,USD,1509.49,OPEN,12/01/2020,B-192
A-3003,C-2476,SAVINGS,USD,1259.13,OPEN,2021-12-15 22:26:38,B-181
A-3004,C-2195,CHECKING,USD,3388.93,OPEN,2024-08-12T05:24:22,B-51
A-3005,C-1488,BROKERAGE,USD,1241.91,OPEN,2020-11-17,B-52
A-3006,C-1476,CREDIT,USD,5547.26,OPEN,2022-02-15T03:22:33,B-143
A-3007,C-1872,BROKERAGE,USD,676.29,OPEN,2019-04-20T05:35:01,B-12
A-3008,C-2321,SAVINGS,USD,2738.53,OPEN,2021-09-15 10:45:12,B-54
A-3009,C-2105,CHECKING,USD,2019.09,OPEN,2020-01-18 05:00:23,B-76
A-3010,C-1035,SAVINGS,USD,3167.37,OPEN,02/19/2024 23:41,B-2
A-3011,C-1827,CREDIT,USD,1227.0,FROZEN,04/30/2024 15:53,B-41
A-3012,C-2642,CHECKING,USD,1273.31,OPEN,2019-02-22T21:08:57,B-11
A-3013,C-2683,CHECKING,USD,5169.82,OPEN,2018-05-24 21:02:51,B-109
A-3014,C-1805,CHECKING,USD,2894.57,OPEN,07/07/2024,B-7
A-3015,C-1576,SAVINGS,USD,706.06,CLOSED,2022-08-09 04:31:44,B-198
A-3016,C-2405,CHECKING,USD,1719.03,OPEN,2018-01-28,B-129
A-3017,C-1180,SAVINGS,USD,1893.48,OPEN,2024-07-14T20:08:01,B-135
A-3018,C-2100,SAVINGS,USD,1390.62,OPEN,06/12/2019,B-147
A-3019,C-1099,CREDIT,USD,4618.78,OPEN,01/10/2024,B-135
A-3020,C-2713,CHECKING,USD,1751.49,OPEN,10/29/2019 19:52,B-125
A-3021,C-2750,CHECKING,USD,2607.19,OPEN,09/08/2022 02:07,B-147
A-3022,C-2073,CHECKING,USD,4644.28,OPEN,11/27/2024,B-116
A-3023,C-1017,CHECKING,USD,3016.72,OPEN,2018-03-10T10:47:53,B-180
A-3024,C-1081,CHECKING,USD,1049.62,OPEN,2018-10-22T21:04:23,B-143
A-3025,C-2117,CREDIT,USD,3401.65,OPEN,04/12/2019 22:07,B-152
A-3026,C-1343,CHECKING,USD,2768.03,CLOSED,01/09/2018,B-152
A-3027,C-1016,CREDIT,USD,643.08,OPEN,2018-03-20 20:08:09,B-55
A-3028,C-1839,BROKERAGE,USD,3990.96,OPEN,08/22/2020 02:22,B-10
A-3029,C-2571,CHECKING,USD,2933.98,CLOSED,12/03/2018,B-155
A-3030,C-1783,CREDIT,USD,1517.22,OPEN,2019-06-11 16:25:28,B-23
A-3031,C-2347,CHECKING,USD,1454.78,OPEN,2019-09-04 22:13:59,B-160
A-3032,C-2234,BROKERAGE,USD,2641.46,OPEN,2024-04-02T05:15:16,B-2
A-3033,C-2462,SAVINGS,USD,2629.43,OPEN,2023-10-16 16:54:05,B-181
A-3034,C-2119,CHECKING,USD,1712.74,OPEN,01/02/2022 02:19,B-123
A-3035,C-1506,CHECKING,USD,1703.41,FROZEN,2020-12-19 19:16:03,B-167
A-3036,C-1852,CHECKING,USD,712.4,OPEN,2019-10-11,B-80
A-3037,C-1923,CHECKING,USD,5334.85,OPEN,2018-08-13,B-162
A-3038,C-2735,CHECKING,USD,1386.3,OPEN,09/25/2022,B-150
A-3039,C-2594,BROKERAGE,USD,1551.36,OPEN,2021-08-09,B-166
A-3040,C-2440,SAVINGS,USD,8376.84,FROZEN,12/17/2020 07:56,B-180
A-3041,C-2925,CREDIT,USD,995.98,OPEN,2018-09-21,B-8
A-3042,C-2807,CHECKING,USD,902.67,OPEN,05/03/2024 08:39,B-6
A-3043,C-2450,CHECKING,USD,3175.91,OPEN,2021-02-08 13:25:09,B-80
A-3044,C-1359,SAVINGS,USD,2289.7,OPEN,11/14/2020,B-99
A-3045,C-1303,CHECKING,USD,2144.83,OPEN,02/08/2024 13:01,B-196
A-3046,C-2304,SAVINGS,USD,2661.64,OPEN,09/08/2020 22:37,B-79
A-3047,C-2215,SAVINGS,USD,604.35,CLOSED,01/09/2020 22:34,B-48
A-3048,C-1385,CHECKING,USD,1500.55,CLOSED,08/15/2023 06:45,B-129
A-3049,C-1894,CREDIT,USD,1578.57,OPEN,2018-11-21T11:54:52,B-193
A-3050,C-2286,SAVINGS,USD,2764.5,OPEN,12/13/2024 21:59,B-77
A-3051,C-1956,CHECKING,USD,3583.54,OPEN,04/23/2018,B-149
A-3052,C-1491,SAVINGS,USD,2077.45,OPEN,2025-05-30T12:24:03,B-111
A-3053,C-2878,SAVINGS,USD,1851.56,OPEN,2023-03-15 12:52:15,B-157
A-3054,C-2880,CHECKING,USD,1829.54,OPEN,2021-07-05T01:26:03,B-74
A-3055,C-1187,BROKERAGE,USD,1075.1,OPEN,03/08/2022 22:25,B-172
A-3056,C-1644,SAVINGS,USD,2685.58,OPEN,07/11/2024,B-15
A-3057,C-2528,CHECKING,USD,1979.37,OPEN,10/29/2018 10:52,B-40
A-3058,C-1707,CREDIT,USD,3849.03,OPEN,2019-07-31T15:14:59,B-83
A-3059,C-2217,CHECKING,USD,697.35,OPEN,06/23/2024 18:05,B-136
A-3060,C-2445,SAVINGS,USD,2682.71,OPEN,01/07/2020 12:02,B-34
A-3061,C-1375,CHECKING,USD,1544.21,OPEN,2022-02-04 07:33:54,B-42
A-3062,C-1910,CHECKING,USD,12042.73,OPEN,11/04/2021 08:25,B-35
A-3063,C-1814,CHECKING,USD,4529.93,OPEN,2024-02-10,B-29
A-3064,C-2044,CHECKING,USD,574.29,OPEN,2021-02-13 08:00:08,B-113
A-3065,C-2615,CHECKING,USD,3450.62,OPEN,2024-08-27 14:27:51,B-101
A-3066,C-2145,SAVINGS,USD,2589.62,OPEN,2023-02-14,B-54
A-3067,C-1315,CHECKING,USD,2035.99,OPEN,06/29/2024 05:39,B-17
A-3068,C-2524,CHECKING,USD,2255.21,CLOSED,2019-04-18 14:35:45,B-168
A-3069,C-1394,BROKERAGE,USD,1354.65,OPEN,02/26/2023 03:27,B-36
A-3070,C-2390,CHECKING,USD,6130.87,OPEN,11/07/2021 06:13,B-148
A-3071,C-2878,CHECKING,USD,3487.87,OPEN,09/01/2018,B-2
A-3072,C-2627,CHECKING,USD,1883.66,OPEN,2022-11-08,B-154
A-3073,C-2629,CREDIT,USD,2116.3,OPEN,12/05/2018,B-123
A-3074,C-2666,SAVINGS,USD,608.69,OPEN,2023-09-22 09:54:39,B-116
A-3075,C-1312,SAVINGS,USD,884.55,OPEN,2023-10-29T09:27:02,B-156
A-3076,C-1951,CHECKING,USD,3209.79,CLOSED,2021-12-13 05:13:23,B-140
A-3077,C-1342,SAVINGS,USD,570.89,OPEN,2018-07-11,B-108
A-3078,C-2450,CREDIT,USD,537.45,OPEN,2019-07-30T23:14:16,B-146
A-3079,C-2411,SAVINGS,USD,2092.23,OPEN,07/13/2021 19:54,B-52
A-3080,C-2728,CHECKING,USD,1159.11,OPEN,09/14/2019,B-92
A-3081,C-1851,CHECKING,USD,823.11,OPEN,2020-11-13 02:18:52,B-12
A-3082,C-1982,SAVINGS,USD,2220.48,OPEN,2024-11-15 21:51:02,B-3
A-3083,C-2706,CHECKING,USD,1418.1,CLOSED,08/22/2022 16:28,B-69
A-3084,C-1204,BROKERAGE,USD,3091.01,OPEN,03/30/2021 05:23,B-150
A-3085,C-2556,CHECKING,USD,8274.48,OPEN,2019-07-16,B-197
A-3086,C-2845,BROKERAGE,USD,924.8,FROZEN,11/23/2024 19:50,B-31
A-3087,C-1085,CHECKING,USD,917.11,OPEN,03/13/2024,B-67
A-3088,C-1149,SAVINGS,USD,1435.86,FROZEN,10/17/2021 13:10,B-36
A-3089,C-2860,BROKERAGE,USD,719.56,OPEN,2023-12-13 04:40:17,B-33
A-3090,C-2434,SAVINGS,USD,1994.77,OPEN,2021-09-20,B-88
A-3091,C-1146,CHECKING,USD,2917.25,OPEN,08/20/2024 23:21,B-50
A-3092,C-2982,BROKERAGE,USD,1670.67,OPEN,07/02/2019 08:34,B-170
A-3093,C-1118,CHECKING,USD,1463.34,OPEN,2018-06-22 01:24:09,B-22
A-3094,C-1026,SAVINGS,USD,3008.88,CLOSED,08/25/2020 00:30,B-187
A-3095,C-2574,SAVINGS,USD,1286.42,CLOSED,2021-12-13,B-145
A-3096,C-2520,CHECKING,USD,1722.79,OPEN,2023-03-10T22:00:52,B-38
A-3097,C-1132,CREDIT,USD,1440.46,OPEN,2022-04-18T14:26:37,B-154
A-3098,C-1066,CHECKING,USD,6089.46,OPEN,2022-04-06 09:31:12,B-194
A-3099,C-2270,CHECKING,USD,2438.09,OPEN,04/14/2019,B-146
A-3100,C-2251,SAVINGS,USD,1551.31,OPEN,08/02/2018 14:35,B-84
A-3101,C-2474,SAVINGS,USD,412.4,CLOSED,04/01/2018 11:57,B-160
A-3102,C-1611,SAVINGS,USD,3539.38,OPEN,2021-11-18T17:49:52,B-173
A-3103,C-2261,SAVINGS,USD,4409.56,OPEN,04/01/2021,B-141
A-3104,C-2110,BROKERAGE,USD,1483.6,OPEN,08/25/2023,B-199
A-3105,C-1636,SAVINGS,USD,2116.19,OPEN,10/22/2020 17:43,B-31
A-3106,C-2238,CHECKING,USD,4718.2,OPEN,05/28/2024 11:16,B-107
A-3107,C-1797,CREDIT,USD,2562.43,OPEN,2019-08-01,B-29
A-3108,C-1873,CHECKING,USD,1773.49,OPEN,06/07/2021 23:33,B-29
A-3109,C-1472,CHECKING,USD,2409.35,OPEN,2023-05-29 10:52:07,B-141
A-3110,C-2037,BROKERAGE,USD,3975.59,OPEN,06/22/2018,B-2
A-3111,C-2438,SAVINGS,USD,4359.73,OPEN,12/24/2020,B-82
A-3112,C-2364,CHECKING,USD,1556.22,OPEN,12/31/2020,B-159
A-3113,C-2904,SAVINGS,USD,2971.64,OPEN,2019-05-24 16:49:08,B-170
A-3114,C-1086,SAVINGS,USD,2263.5,OPEN,2020-04-20 14:03:58,B-142
A-3115,C-2423,SAVINGS,USD,2439.09,OPEN,2023-03-06 06:16:21,B-195
A-3116,C-1799,CHECKING,USD,3392.53,OPEN,2023-04-02T05:14:28,B-137
A-3117,C-1692,CHECKING,USD,1288.12,OPEN,03/27/2023,B-173
A-3118,C-2174,SAVINGS,USD,3592.25,OPEN,2024-11-26,B-122
A-3119,C-2388,CHECKING,USD,1633.05,OPEN,2025-07-30T07:06:37,B-105
A-3120,C-1436,SAVINGS,USD,2060.4,OPEN,2018-09-02T08:22:15,B-44
A-3121,C-1584,CHECKING,USD,3465.44,OPEN,2018-07-28,B-182
A-3122,C-2629,SAVINGS,USD,4006.27,CLOSED,2022-03-18,B-173
A-3123,C-1760,SAVINGS,USD,1049.87,OPEN,09/30/2022,B-93
A-3124,C-2569,CHECKING,USD,904.63,OPEN,03/08/2018 14:13,B-142
A-3125,C-1096,SAVINGS,USD,611.91,FROZEN,11/08/2019,B-135
A-3126,C-1215,BROKERAGE,USD,5630.26,OPEN,2024-12-05T09:15:39,B-86
A-3127,C-1997,BROKERAGE,USD,2204.83,OPEN,2024-07-16,B-121
A-3128,C-2407,SAVINGS,USD,295.75,OPEN,2019-08-27 02:36:39,B-108
A-3129,C-1240,SAVINGS,USD,2087.03,OPEN,06/20/2024,B-166
A-3130,C-2478,CHECKING,USD,867.82,OPEN,09/12/2024 23:48,B-10
A-3131,C-1895,CHECKING,USD,4707.04,OPEN,12/24/2021 01:15,B-88
A-3132,C-1035,SAVINGS,USD,1229.13,OPEN,2018-10-31,B-132
A-3133,C-1717,BROKERAGE,USD,719.21,OPEN,2018-02-01,B-25
A-3134,C-1567,CREDIT,USD,3247.4,OPEN,2021-11-16T11:28:50,B-122
A-3135,C-2943,SAVINGS,USD,1849.73,OPEN,2019-12-09,B-52
A-3136,C-1342,CHECKING,USD,1631.27,FROZEN,2021-11-02 21:31:25,B-180
A-3137,C-1532,SAVINGS,USD,4535.66,OPEN,2022-01-05 04:52:02,B-98
A-3138,C-2433,BROKERAGE,USD,1446.78,OPEN,06/03/2024,B-42
A-3139,C-2075,SAVINGS,USD,805.97,OPEN,2024-02-10T13:12:01,B-108
A-3140,C-1602,SAVINGS,USD,2197.97,CLOSED,2024-08-26,B-11
A-3141,C-1490,CHECKING,USD,1803.51,OPEN,06/24/2020,B-183
A-3142,C-1291,CHECKING,USD,731.26,OPEN,01/05/2022,B-142
A-3143,C-1295,CHECKING,USD,4342.82,OPEN,01/23/2019 01:20,B-175
A-3144,C-2327,CHECKING,USD,884.81,OPEN,2025-07-17 23:02:57,B-42
A-3145,C-2447,CHECKING,USD,4675.17,OPEN,2018-05-10T13:38:34,B-86
A-3146,C-1993,CREDIT,USD,3751.04,OPEN,07/23/2023,B-195
A-3147,C-1983,CHECKING,USD,1208.1,OPEN,2022-08-28,B-83
A-3148,C-1773,BROKERAGE,USD,3142.54,FROZEN,2020-05-03,B-49
A-3149,C-1245,SAVINGS,USD,9708.54,OPEN,03/15/2025,B-48
A-3150,C-2895,CHECKING,USD,2336.52,OPEN,08/11/2018,B-183
A-3151,C-2567,CREDIT,USD,1885.01,OPEN,2018-02-06T07:23:55,B-34
A-3152,C-1595,CHECKING,USD,5395.67,OPEN,2022-01-16T16:41:50,B-7
A-3153,C-1472,CHECKING,USD,5068.86,OPEN,2024-04-21,B-18
A-3154,C-2330,CHECKING,USD,2783.9,OPEN,2022-03-22 21:47:44,B-29
A-3155,C-1104,SAVINGS,USD,2011.47,OPEN,10/05/2020 07:49,B-72
A-3156,C-1239,CREDIT,USD,1967.87,OPEN,2023-06-18 21:17:32,B-73
A-3157,C-2725,CHECKING,USD,1113.46,OPEN,2019-10-02T09:43:25,B-18
A-3158,C-2211,SAVINGS,USD,1647.46,CLOSED,2020-01-27 07:51:07,B-108
A-3159,C-2688,CHECKING,USD,2126.02,OPEN,2022-09-29 18:05:26,B-94
A-3160,C-1521,CHECKING,USD,3323.36,OPEN,06/30/2025,B-101
A-3161,C-2354,CHECKING,USD,36822.84,OPEN,05/16/2025,B-82
A-3162,C-2185,BROKERAGE,USD,1070.92,OPEN,2021-12-06 01:18:40,B-20
A-3163,C-1085,SAVINGS,USD,2545.14,OPEN,2021-02-13,B-9
A-3164,C-1938,BROKERAGE,USD,2775.28,OPEN,03/05/2020,B-126
