txn_id,src_account_id,dst_account_id,merchant_id,amount,currency,channel,ts,status
T-11679,A-2807,A-3119,M-3365,14.17,USD,CASH,2025-02-01T21:53:15,APPROVED
T-11680,A-2002,A-2652,M-3051,11.34,USD,ECOM,12/21/2024,APPROVED
T-11681,A-3678,A-3026,M-3486,42.68,USD,ATM,10/02/2024,APPROVED
T-11682,A-2919,A-3946,M-3483,363.49,USD,ECOM,2025-06-29 17:15:01,APPROVED
T-11683,A-4839,A-2650,M-3160,31.56,USD,CASH,11/12/2024 19:47,APPROVED
T-11684,A-5340,A-2235,M-3298,1.41,USD,ATM,2025-07-07 14:31:40,APPROVED
T-11685,A-2246,A-4298,M-3095,7.98,USD,WIRE,2025-03-31,APPROVED
T-11686,A-3704,A-3359,M-3373,337.69,USD,POS,2025-03-05T04:52:45,APPROVED
T-11687,A-5008,A-3380,M-3239,7.12,USD,ATM,11/24/2024 03:45,APPROVED
T-11688,A-5481,A-4028,M-3420,75.94,USD,ATM,01/31/2024 18:11,APPROVED
T-11689,A-5108,A-2950,M-3142,24.28,USD,WIRE,12/23/2024 21:45,APPROVED
T-11690,A-3749,A-2521,M-3474,1.32,USD,WIRE,12/08/2024 07:33,APPROVED
T-11691,A-3277,A-2292,M-3305,25.11,USD,CASH,03/09/2024,APPROVED
T-11692,A-4884,A-5174,M-3320,15.19,USD,POS,12/15/2024,APPROVED
T-11693,A-3485,A-2929,M-3287,40.51,USD,POS,2024-07-04 17:30:29,PENDING
T-11694,A-5064,A-2011,M-3408,50.87,USD,WIRE,2024-04-25T09:26:08,APPROVED
T-11695,A-3121,A-3925,M-3448,12.75,USD,WIRE,03/23/2025,APPROVED
T-11696,A-3576,A-3937,M-3380,8.25,USD,ATM,09/25/2024 20:32,APPROVED
T-11697,A-5055,A-2802,M-3042,4.37,USD,ATM,04/21/2024 18:23,APPROVED
T-11698,A-4211,A-5171,M-3369,10.32,USD,POS,2024-05-28T16:52:53,APPROVED
T-11699,A-2540,A-4118,M-3489,6.02,USD,ATM,07/08/2025,APPROVED
T-11700,A-3960,A-4715,M-3370,8.79,USD,ECOM,11/12/2024,APPROVED
T-11701,A-2708,A-2320,M-3455,7.87,USD,POS,2024-03-09T15:07:31,APPROVED
T-11702,A-3434,A-5059,M-3064,8.34,USD,ECOM,2024-12-09 21:28:58,APPROVED
T-11703,A-4542,A-2201,M-3001,15.11,USD,WIRE,2025-04-25 07:57:31,APPROVED
T-11704,A-2830,A-4944,M-3384,12.1,USD,ATM,05/20/2025 08:18,APPROVED
T-11705,A-2883,A-4519,M-3346,8.02,USD,ECOM,12/24/2024,APPROVED
T-11706,A-4285,A-3398,M-3439,11.42,USD,ECOM,2025-03-29 20:01:30,APPROVED
T-11707,A-5179,A-2226,M-3153,22.75,USD,WIRE,2025-05-15,APPROVED
T-11708,A-5365,A-2094,M-3233,31.27,USD,WIRE,2024-11-16,APPROVED
T-11709,A-4960,A-5192,M-3332,7.78,USD,ECOM,2024-07-02T22:16:05,APPROVED
T-11710,A-4237,A-2126,M-3156,73.47,USD,ATM,2025-03-03T07:01:13,APPROVED
T-11711,A-5340,A-2190,M-3319,5.75,USD,ATM,04/08/2024 09:46,APPROVED
T-11712,A-5055,A-5184,M-3491,66.12,USD,WIRE,03/12/2024 21:39,APPROVED
T-11713,A-2056,A-4847,M-3442,34.13,USD,ECOM,05/06/2024 01:41,APPROVED
T-11714,A-5096,A-3235,M-3027,280.36,USD,WIRE,11/16/2024,APPROVED
T-11715,A-4203,A-3735,M-3339,14.55,USD,CASH,2025-03-02 19:18:43,APPROVED
T-11716,A-3511,A-4260,M-3049,24.09,USD,ECOM,2025-04-24T23:26:51,APPROVED
T-11717,A-3918,A-4174,M-3196,7.86,USD,ATM,2024-04-15 20:05:54,APPROVED
T-11718,A-3752,A-3540,M-3452,31.17,USD,WIRE,04/26/2025,APPROVED
T-11719,A-2646,A-4107,M-3092,12.09,USD,CASH,11/29/2024,DECLINED
T-11720,A-2556,A-3101,M-3456,1.94,USD,POS,2024-12-08,APPROVED
T-11721,A-4926,A-4704,M-3135,16.84,USD,ECOM,2024-09-02 16:57:17,APPROVED
T-11722,A-3088,A-2931,M-3456,82.06,USD,CASH,11/16/2024,APPROVED
T-11723,A-5222,A-5254,M-3232,17.04,USD,CASH,10/10/2024,APPROVED
T-11724,A-5464,A-3395,M-3484,20.29,USD,ECOM,2024-12-05 02:50:22,APPROVED
T-11725,A-3689,A-2893,M-3260,25.82,USD,ECOM,01/10/2025 16:39,APPROVED
T-11726,A-2247,A-3422,M-3461,47.05,USD,WIRE,2025-05-15 15:13:13,APPROVED
T-11727,A-4515,A-4492,M-3338,43.18,USD,ECOM,2024-01-03 09:16:41,APPROVED
T-11728,A-4166,A-4886,M-3282,9.05,USD,CASH,2024-08-22,APPROVED
T-11729,A-3049,A-4621,M-3466,6.6,USD,ECOM,09/29/2024,APPROVED
T-11730,A-4761,A-4060,M-3485,6.33,USD,WIRE,2025-05-21T12:05:28,APPROVED
T-11731,A-4327,A-5250,M-3026,39.61,USD,WIRE,2024-03-28,APPROVED
T-11732,A-2468,A-4413,M-3088,10.91,USD,CASH,2024-07-23T19:20:59,APPROVED
T-11733,A-5181,A-3171,M-3122,4.39,USD,ATM,2024-12-07T11:43:03,APPROVED
T-11734,A-3065,A-4766,M-3250,47.56,USD,CASH,03/08/2025 06:17,APPROVED
T-11735,A-4247,A-4334,M-3414,28.96,USD,ATM,2025-02-21,APPROVED
T-11736,A-3257,A-2989,M-3076,5.43,USD,WIRE,05/04/2025 23:39,APPROVED
T-11737,A-3646,A-4153,M-3131,12.77,USD,ECOM,01/22/2025 01:02,APPROVED
T-11738,A-4816,A-3501,M-3298,52.37,USD,POS,2025-03-04,APPROVED
T-11739,A-2129,A-5311,M-3437,15.69,USD,ATM,03/21/2024 03:13,APPROVED
T-11740,A-4475,A-5438,M-3235,6.03,USD,ECOM,2024-08-31,APPROVED
T-11741,A-4664,A-4009,M-3264,41.97,USD,ATM,2024-05-26T23:45:42,APPROVED
T-11742,A-2092,A-2523,M-3075,4.66,USD,ATM,2024-10-07T16:55:16,APPROVED
T-11743,A-3785,A-4649,M-3020,22.35,USD,WIRE,07/05/2025,APPROVED
T-11744,A-3313,A-2343,M-3413,20.86,USD,POS,2024-01-26 21:47:49,APPROVED
T-11745,A-2575,A-5382,M-3041,11.91,USD,CASH,07/04/2025,APPROVED
T-11746,A-2725,A-2992,M-3483,4.04,USD,ATM,04/26/2024,APPROVED
T-11747,A-3925,A-2751,M-3464,12.53,USD,WIRE,2024-02-05,APPROVED
T-11748,A-2596,A-5192,M-3198,-8.79,USD,CASH,07/27/2025 17:44,APPROVED
T-11749,A-2277,A-3159,M-3392,107.8,USD,ECOM,2024-03-18T18:04:49,APPROVED
T-11750,A-4484,A-2907,M-3368,52.87,USD,ECOM,2024-09-24T02:08:16,APPROVED
T-11751,A-5333,A-3735,M-3252,33.8,USD,CASH,2024-08-26,APPROVED
T-11752,A-4659,A-5201,M-3485,58.36,USD,WIRE,2024-04-08 14:49:57,APPROVED
T-11753,A-2224,A-2913,M-3400,21.12,USD,POS,06/01/2025 14:03,APPROVED
T-11754,A-4942,A-2315,M-3113,1.92,USD,POS,2024-03-11 18:18:38,APPROVED
T-11755,A-4670,A-4369,M-3480,14.68,USD,POS,10/14/2024,APPROVED
T-11756,A-4141,A-3598,M-3199,15.25,USD,POS,05/27/2024 10:59,APPROVED
T-11757,A-2658,A-2081,M-3170,26.62,USD,CASH,2024-07-23 21:52:26,APPROVED
T-11758,A-4995,A-4260,M-3179,135.96,USD,POS,07/19/2024 08:14,APPROVED
T-11759,A-3926,A-5373,M-3242,46.93,USD,WIRE,2025-04-16 10:19:25,APPROVED
T-11760,A-3092,A-3017,M-3246,66.42,USD,ATM,2025-07-14 14:29:04,APPROVED
T-11761,A-3790,A-4851,M-3331,31.24,USD,WIRE,2025-03-24,APPROVED
T-11762,A-4436,A-4207,M-3234,15.81,USD,ATM,2025-05-08 19:02:13,APPROVED
T-11763,A-4853,A-3950,M-3186,21.01,USD,POS,04/04/2025,APPROVED
T-11764,A-2019,A-2973,M-3338,47.72,USD,WIRE,2025-04-28 04:48:00,APPROVED
T-11765,A-3952,A-3082,M-3082,32.93,USD,CASH,2024-01-31,APPROVED
T-11766,A-4438,A-2349,M-3374,19.54,USD,WIRE,01/02/2025,DECLINED
T-11767,A-5318,A-3519,M-3413,9.46,USD,ECOM,06/22/2024 12:34,APPROVED
T-11768,A-4504,A-2889,M-3206,54.16,USD,ATM,02/19/2025,APPROVED
T-11769,A-5032,A-4888,M-3349,9.29,USD,POS,04/06/2024 07:55,APPROVED
T-11770,A-3346,A-2303,M-3422,21.6,USD,WIRE,2025-04-27,APPROVED
T-11771,A-5130,A-2832,M-3468,119.7,USD,CASH,2025-03-28T08:06:37,APPROVED
T-11772,A-5414,A-4091,M-3163,40.8,USD,ECOM,2024-06-05T04:08:48,APPROVED
T-11773,A-2634,A-5258,M-3112,10.23,USD,CASH,06/26/2024 18:24,APPROVED
T-11774,A-3770,A-5461,M-3351,10.35,USD,POS,2024-11-21,APPROVED
T-11775,A-4715,A-3726,M-3320,9.84,USD,ECOM,2025-01-27T03:04:33,APPROVED
T-11776,A-3314,A-4074,M-3492,16.16,USD,ATM,07/30/2024,APPROVED
T-11777,A-3078,A-3852,M-3396,24.71,USD,WIRE,06/08/2025 01:30,APPROVED
T-11778,A-4475,A-4280,M-3142,17.54,USD,WIRE,2025-04-09T18:58:58,APPROVED
T-11779,A-5052,A-3251,M-3421,101.11,USD,WIRE,12/20/2024,APPROVED
T-11780,A-3655,A-5344,M-3189,37.08,USD,CASH,09/03/2024,APPROVED
T-11781,A-2004,A-3826,M-3287,29.71,USD,CASH,2024-09-20 15:16:53,APPROVED
T-11782,A-5336,A-4917,M-3067,40.99,USD,CASH,2025-06-26 13:36:55,APPROVED
T-11783,A-2433,A-3391,M-3379,12.28,USD,POS,2024-09-09T10:40:11,APPROVED
T-11784,A-2711,A-4490,M-3178,21.55,USD,ATM,2024-09-15T04:22:23,APPROVED
T-11785,A-2122,A-3764,M-3155,19.6,USD,POS,2024-10-16,APPROVED
T-11786,A-4610,A-4700,M-3491,94.31,USD,CASH,2024-02-13,APPROVED
T-11787,A-3421,A-2608,M-3213,70.29,USD,POS,07/27/2024 11:05,APPROVED
T-11788,A-2177,A-4892,M-3088,8.31,USD,ATM,2024-05-20 10:26:08,APPROVED
T-11789,A-4153,A-3469,M-3231,1.0,USD,ECOM,04/19/2025,APPROVED
T-11790,A-3202,A-2995,M-3243,13.27,USD,WIRE,02/24/2024 13:15,APPROVED
T-11791,A-2390,A-4791,M-3107,22.12,USD,WIRE,2024-09-28T18:13:09,APPROVED
T-11792,A-4750,A-4326,M-3236,53.54,USD,ECOM,2024-07-03,APPROVED
T-11793,A-3640,A-2272,M-3290,5.12,USD,WIRE,2024-04-10 20:01:21,APPROVED
T-11794,A-4743,A-3070,M-3099,14.13,USD,WIRE,2024-03-31,DECLINED
T-11795,A-3019,A-4359,M-3400,66.18,USD,CASH,2025-06-15 06:25:28,APPROVED
T-11796,A-2875,A-3568,M-3414,26.61,USD,ECOM,01/28/2024 01:58,APPROVED
T-11797,A-4168,A-5334,M-3419,8.21,USD,ECOM,07/14/2025 18:20,APPROVED
T-11798,A-2555,A-2303,M-3452,24.81,USD,POS,2024-05-19T01:52:34,APPROVED
T-11799,A-2138,A-2245,M-3208,16.44,USD,ECOM,10/04/2024 05:20,APPROVED
T-11800,A-2324,A-5448,M-3461,34.98,USD,CASH,03/22/2024,APPROVED
T-11801,A-4435,A-5387,M-3332,6.41,USD,POS,2024-11-22T15:50:26,APPROVED
T-11802,A-3584,A-5145,M-3198,4.06,USD,ECOM,2024-05-06,APPROVED
T-11803,A-2571,A-4130,M-3398,30.13,USD,WIRE,05/24/2025,APPROVED
T-11804,A-4559,A-2660,M-3060,26.99,USD,CASH,2025-01-18 18:13:56,APPROVED
T-11805,A-2052,A-3754,M-3132,1.69,USD,ECOM,03/20/2025 05:18,APPROVED
T-11806,A-2979,A-3760,M-3493,7.25,USD,ECOM,2025-03-22T15:55:07,APPROVED
T-11807,A-4491,A-3062,M-3373,20.19,USD,ECOM,03/04/2024 08:26,APPROVED
T-11808,A-4000,A-2036,M-3128,102.44,USD,WIRE,04/22/2025,APPROVED
T-11809,A-5179,A-2288,M-3322,21.98,USD,CASH,06/21/2024,APPROVED
T-11810,A-2982,A-2004,M-3068,4.91,USD,ATM,2024-09-09T10:10:00,DECLINED
T-11811,A-3447,A-3974,M-3385,58.83,USD,WIRE,2024-05-19T12:33:48,APPROVED
T-11812,A-4874,A-4583,M-3269,193.0,USD,ECOM,2024-06-07 06:03:13,APPROVED
T-11813,A-2502,A-4230,M-3436,19.47,USD,ATM,04/20/2025,APPROVED
T-11814,A-3148,A-2307,M-3056,38.68,USD,ATM,04/17/2025,APPROVED
T-11815,A-2453,A-2413,M-3034,62.98,USD,POS,08/29/2024,APPROVED
T-11816,A-2163,A-3314,M-3468,8.34,USD,ATM,2025-02-07,APPROVED
T-11817,A-3757,A-4692,M-3455,81.29,USD,POS,2025-07-10T06:22:57,APPROVED
T-11818,A-5193,A-3399,M-3227,35.61,USD,CASH,2025-07-07,APPROVED
T-11819,A-3669,A-4182,M-3009,16.37,USD,ATM,2025-04-28T15:27:38,APPROVED
T-11820,A-3457,A-2144,M-3205,6.04,USD,POS,04/25/2024 16:51,APPROVED
T-11821,A-4431,A-3855,M-3356,65.21,USD,WIRE,2024-08-10 07:18:58,APPROVED
T-11822,A-4555,A-4988,M-3445,20.66,USD,ATM,04/08/2024,APPROVED
T-11823,A-4826,A-4684,M-3358,44.37,USD,ATM,06/26/2025,APPROVED
T-11824,A-3802,A-5107,M-3122,43.15,USD,CASH,05/07/2024,APPROVED
T-11825,A-2804,A-4493,M-3389,42.21,USD,ECOM,12/12/2024 12:05,APPROVED
T-11826,A-3483,A-4119,M-3040,22.32,USD,ATM,04/10/2025 18:57,APPROVED
T-11827,A-2552,A-4896,M-3159,10.59,USD,WIRE,06/27/2024 06:06,APPROVED
T-11828,A-4954,A-5320,M-3093,18.04,USD,ECOM,2024-04-03,APPROVED
T-11829,A-3535,A-2859,M-3115,44.53,USD,CASH,2024-01-03 08:07:18,APPROVED
T-11830,A-3721,A-2108,M-3322,16.15,USD,ECOM,2024-04-13,DECLINED
T-11831,A-5025,A-3825,M-3168,2.6,USD,WIRE,2024-06-08 01:37:29,APPROVED
T-11832,A-4517,A-4070,M-3367,43.93,USD,ECOM,2024-08-21T14:44:36,APPROVED
T-11833,A-3657,A-3812,M-3346,35.14,USD,POS,2024-05-15T23:10:25,APPROVED
T-11834,A-4770,A-3287,M-3310,3.92,USD,POS,2024-06-28,APPROVED
T-11835,A-3248,A-4730,M-3478,25.11,USD,ATM,11/13/2024,APPROVED
T-11836,A-3201,A-3441,M-3445,29.81,USD,CASH,08/11/2024 02:31,APPROVED
T-11837,A-4113,A-4514,M-3026,12.54,USD,CASH,2024-02-02 09:41:34,APPROVED
T-11838,A-2682,A-5237,M-3221,18.73,USD,POS,2024-04-18,APPROVED
T-11839,A-3580,A-2070,M-3318,11.0,USD,WIRE,02/23/2025 06:31,APPROVED
T-11840,A-5257,A-2689,M-3274,5.71,USD,CASH,2024-03-14T17:48:22,APPROVED
T-11841,A-5120,A-2143,M-3240,7.46,USD,ATM,2024-01-07 01:46:45,APPROVED
T-11842,A-2859,A-3215,M-3048,44.42,USD,WIRE,2024-05-01T11:25:45,APPROVED
T-11843,A-4888,A-3355,M-3142,39.91,USD,ECOM,2024-11-09 21:53:14,APPROVED
T-11844,A-3174,A-2949,M-3059,3.37,USD,CASH,03/18/2025 19:54,PENDING
T-11845,A-2244,A-2697,M-3398,10.02,USD,ATM,2024-03-01T16:06:41,APPROVED
T-11846,A-4161,A-4490,M-3492,15.73,USD,WIRE,03/26/2024 03:58,APPROVED
T-11847,A-2840,A-3415,M-3050,12.07,USD,WIRE,2024-03-25T17:50:58,APPROVED
T-11848,A-4053,A-2222,M-3163,88.37,USD,ECOM,2024-12-18,APPROVED
T-11849,A-4334,A-3790,M-3264,12.95,USD,ECOM,01/06/2025,APPROVED
T-11850,A-5396,A-2977,M-3197,11.37,USD,ATM,2025-02-08 22:12:11,APPROVED
T-11851,A-2864,A-4788,M-3211,3.18,USD,ATM,2025-03-15,APPROVED
T-11852,A-3048,A-3887,M-3271,116.63,USD,POS,02/05/2024 02:00,APPROVED
T-11853,A-2953,A-3208,M-3334,30.72,USD,CASH,2025-05-11,APPROVED
T-11854,A-4013,A-4201,M-3162,79.65,USD,ECOM,2024-11-30T08:55:28,APPROVED
T-11855,A-4210,A-3563,M-3094,11.76,USD,ATM,2024-07-23 00:12:10,APPROVED
T-11856,A-4417,A-3353,M-3470,45.87,USD,WIRE,2025-03-17T15:51:05,DECLINED
T-11857,A-5427,A-2651,M-3032,51.93,USD,ECOM,01/27/2025 13:42,APPROVED
T-11858,A-4715,A-4473,M-3192,19.95,USD,ECOM,08/03/2024,APPROVED
T-11859,A-5016,A-2673,M-3467,16.58,USD,WIRE,02/28/2024,APPROVED
T-11860,A-2763,A-3451,M-3214,8.77,USD,POS,08/21/2024 16:29,APPROVED
T-11861,A-5050,A-4986,M-3428,40.78,USD,CASH,01/28/2025,APPROVED
T-11862,A-2776,A-5426,M-3410,17.71,USD,ATM,02/22/2024 14:18,APPROVED
T-11863,A-3433,A-4338,M-3310,40.74,USD,WIRE,2024-03-19T07:18:04,APPROVED
T-11864,A-3397,A-4018,M-3382,44.76,USD,POS,04/30/2025 10:19,APPROVED
T-11865,A-4368,A-4913,M-3079,33.31,USD,WIRE,09/28/2024 13:10,APPROVED
T-11866,A-3946,A-2698,M-3178,20.98,USD,ECOM,07/05/2025,APPROVED
T-11867,A-3416,A-3731,M-3458,9.87,USD,WIRE,04/24/2025 00:00,APPROVED
T-11868,A-3142,A-2562,M-3407,6.88,USD,ECOM,06/13/2025,APPROVED
T-11869,A-3203,A-2925,M-3396,12.55,USD,ECOM,2024-02-18 17:32:02,APPROVED
T-11870,A-2513,A-2521,M-3457,112.0,USD,POS,2024-01-26T01:10:12,APPROVED
T-11871,A-5048,A-2010,M-3437,10.09,USD,WIRE,07/06/2024,APPROVED
T-11872,A-5021,A-2388,M-3207,141.75,USD,WIRE,2025-03-25 23:16:34,APPROVED
T-11873,A-5224,A-5291,M-3372,4.96,USD,CASH,2025-01-24 14:04:46,APPROVED
T-11874,A-4391,A-4642,M-3276,15.9,USD,WIRE,2025-02-10 18:44:26,APPROVED
T-11875,A-2613,A-2096,M-3168,3.4,USD,ATM,2025-02-11 07:51:20,DECLINED
T-11876,A-3154,A-3048,M-3334,18.13,USD,WIRE,03/31/2025 06:13,APPROVED
T-11877,A-2653,A-3713,M-3473,28.59,USD,WIRE,2024-12-27T08:07:49,PENDING
T-11878,A-2173,A-3478,M-3376,31.9,USD,ECOM,2025-02-11T22:26:45,APPROVED
T-11879,A-5076,A-3182,M-3440,32.44,USD,WIRE,2025-03-19 22:12:46,APPROVED
T-11880,A-3984,A-3014,M-3146,6.64,USD,WIRE,2024-06-18T08:21:15,APPROVED
T-11881,A-4495,A-5255,M-3414,19.74,USD,CASH,03/29/2024 20:05,APPROVED
T-11882,A-4566,A-2315,M-3247,239.31,USD,ECOM,01/11/2024,APPROVED
T-11883,A-5140,A-4992,M-3104,19.74,USD,ECOM,2025-02-13T03:34:54,APPROVED
T-11884,A-2193,A-3106,M-3475,13.19,USD,ECOM,07/31/2024,APPROVED
T-11885,A-3524,A-3069,M-3166,9.99,USD,ECOM,2024-09-25 17:54:55,APPROVED
T-11886,A-2215,A-2735,M-3183,13.11,USD,POS,2025-07-25,APPROVED
T-11887,A-2474,A-4191,M-3468,25.55,USD,WIRE,12/07/2024 13:39,APPROVED
T-11888,A-5409,A-4030,M-3356,20.82,USD,CASH,2024-02-07,APPROVED
T-11889,A-4826,A-3083,M-3286,8.6,USD,ECOM,2025-02-15,APPROVED
T-11890,A-3339,A-3482,M-3077,4.05,USD,POS,2024-09-18 10:25:42,APPROVED
T-11891,A-5018,A-3620,M-3255,68.09,USD,POS,2024-08-13 21:08:49,APPROVED
T-11892,A-3145,A-4883,M-3400,29.3,USD,POS,2024-10-07 01:00:00,APPROVED
T-11893,A-2862,A-3861,M-3387,36.78,USD,ECOM,08/14/2024 03:42,APPROVED
T-11894,A-5215,A-2205,M-3005,2.83,USD,CASH,2024-02-25T14:14:52,APPROVED
T-11895,A-2291,A-5348,M-3031,1.99,USD,POS,2024-09-12,APPROVED
T-11896,A-3020,A-4075,M-3346,3.66,USD,WIRE,2025-02-15 05:11:41,APPROVED
T-11897,A-5404,A-4069,M-3110,12.31,USD,ATM,2024-05-07,APPROVED
T-11898,A-5020,A-5165,M-3484,4.49,USD,ECOM,06/15/2025 15:40,APPROVED
T-11899,A-4083,A-5380,M-3330,4.36,USD,WIRE,2025-03-13T12:05:00,APPROVED
T-11900,A-3569,A-3534,M-3021,43.88,USD,WIRE,05/29/2024,APPROVED
T-11901,A-4901,A-3534,M-3436,25.61,USD,ATM,02/26/2025 01:24,APPROVED
T-11902,A-4025,A-2708,M-3104,20.7,USD,ATM,2025-05-05 10:07:51,APPROVED
T-11903,A-4875,A-4269,M-3191,9.91,USD,WIRE,2025-03-29T07:28:21,APPROVED
T-11904,A-4500,A-3840,M-3126,48.98,USD,POS,01/06/2024 10:16,APPROVED
T-11905,A-2751,A-2049,M-3401,48.45,USD,WIRE,07/03/2025 17:10,APPROVED
T-11906,A-3731,A-2811,M-3061,95.52,USD,POS,06/03/2024 09:06,APPROVED
T-11907,A-2915,A-2040,M-3440,5.42,USD,ECOM,2025-03-08 20:12:18,APPROVED
T-11908,A-4947,A-4398,M-3377,13.94,USD,ATM,04/08/2025,APPROVED
T-11909,A-4758,A-3694,M-3234,56.47,USD,ECOM,2024-06-19 00:26:08,APPROVED
T-11910,A-3435,A-2027,M-3295,14.96,USD,ECOM,2024-03-12 10:55:57,APPROVED
T-11911,A-3913,A-3126,M-3170,32.01,USD,ECOM,2025-07-10T04:58:12,APPROVED
T-11912,A-4272,A-2204,M-3467,17.26,USD,CASH,2025-02-26T15:55:37,APPROVED
T-11913,A-4715,A-2123,M-3185,25.73,USD,POS,10/02/2024,APPROVED
T-11914,A-2393,A-3215,M-3208,49.7,USD,POS,2025-04-09 20:43:30,APPROVED
T-11915,A-2288,A-3601,M-3356,15.52,USD,ATM,01/13/2025,APPROVED
T-11916,A-4929,A-3138,M-3386,29.08,USD,POS,12/30/2024,APPROVED
T-11917,A-2186,A-5295,M-3418,31.67,USD,WIRE,05/04/2024,APPROVED
T-11918,A-5164,A-2181,M-3322,25.26,USD,WIRE,2025-03-22T08:05:40,APPROVED
T-11919,A-4800,A-4828,M-3419,27.05,USD,ECOM,2024-10-20T02:01:03,APPROVED
T-11920,A-4225,A-2610,M-3060,29.22,USD,CASH,08/08/2024 03:36,APPROVED
T-11921,A-2112,A-2925,M-3162,52.47,USD,WIRE,2025-06-11 23:46:49,APPROVED
T-11922,A-3090,A-3367,M-3337,128.95,USD,ECOM,06/03/2025,APPROVED
T-11923,A-4157,A-5444,M-3010,3.25,USD,ATM,2024-10-29 04:10:23,APPROVED
T-11924,A-2091,A-3300,M-3229,1.31,USD,CASH,2025-05-23,APPROVED
T-11925,A-4068,A-4183,M-3063,3.66,USD,ECOM,2025-04-15,APPROVED
T-11926,A-5268,A-2033,M-3333,35.59,USD,POS,2024-12-01,APPROVED
T-11927,A-2205,A-3243,M-3234,63.84,USD,ATM,2024-09-28T05:10:48,APPROVED
T-11928,A-3435,A-4594,M-3222,134.08,USD,CASH,05/12/2025,APPROVED
T-11929,A-2829,A-5333,M-3272,4.93,USD,POS,2024-02-20T13:43:31,APPROVED
T-11930,A-3730,A-5255,M-3492,50.82,USD,CASH,04/18/2024 03:47,APPROVED
T-11931,A-4585,A-5302,M-3235,73.44,USD,CASH,07/03/2024 22:47,APPROVED
T-11932,A-3673,A-3876,M-3413,10.54,USD,WIRE,2024-08-09T10:07:16,APPROVED
T-11933,A-3413,A-4928,M-3093,28.48,USD,ATM,03/13/2024,DECLINED
T-11934,A-3949,A-5360,M-3420,28.35,USD,ATM,11/24/2024,APPROVED
T-11935,A-4462,A-3284,M-3374,12.48,USD,ATM,02/09/2025 04:03,APPROVED
T-11936,A-3994,A-5177,M-3453,29.54,USD,ATM,2025-05-17,APPROVED
T-11937,A-4429,A-4552,M-3298,63.05,USD,POS,01/22/2025 16:11,APPROVED
T-11938,A-4558,A-3060,M-3168,26.16,USD,ATM,2025-03-03T01:47:01,APPROVED
T-11939,A-2141,A-5374,M-3152,6.14,USD,ECOM,03/17/2024 20:27,APPROVED
T-11940,A-5086,A-3846,M-3101,19.98,USD,POS,2024-08-17T10:12:04,APPROVED
T-11941,A-4464,A-4165,M-3289,2.65,USD,ECOM,2025-01-28,APPROVED
T-11942,A-2373,A-2953,M-3089,6.28,USD,ATM,04/05/2024,APPROVED
T-11943,A-4383,A-4293,M-3448,24.13,USD,WIRE,2024-06-12 21:00:24,APPROVED
T-11944,A-4365,A-3444,M-3251,7.43,USD,WIRE,2025-02-16 09:26:42,APPROVED
T-11945,A-3355,A-5433,M-3328,45.16,USD,ATM,08/22/2024,APPROVED
T-11946,A-3482,A-2781,M-3019,5.86,USD,ATM,04/25/2025,APPROVED
T-11947,A-2418,A-3752,M-3011,7.94,USD,ECOM,11/08/2024 08:26,APPROVED
T-11948,A-3131,A-2520,M-3382,63.61,USD,ECOM,2024-08-22,APPROVED
T-11949,A-2826,A-4284,M-3232,7.89,USD,POS,03/06/2024 03:05,APPROVED
T-11950,A-2424,A-3352,M-3408,35.14,USD,ATM,07/22/2025 07:29,APPROVED
T-11951,A-2504,A-5486,M-3404,22.31,USD,WIRE,2024-10-28,APPROVED
T-11952,A-5123,A-4365,M-3029,20.45,USD,CASH,05/05/2025 17:17,APPROVED
T-11953,A-3980,A-3646,M-3196,86.87,USD,CASH,05/22/2024 19:43,APPROVED
T-11954,A-2070,A-2749,M-3343,26.8,USD,CASH,2025-02-09 22:11:29,APPROVED
T-11955,A-2414,A-4717,M-3407,9.86,USD,ECOM,2025-04-27 04:40:50,APPROVED
T-11956,A-4649,A-4913,M-3266,6.01,USD,CASH,2024-12-04T16:58:36,APPROVED
T-11957,A-4244,A-2733,M-3032,110.09,USD,ECOM,2024-06-27 14:24:05,APPROVED
T-11958,A-5407,A-4933,M-3004,60.59,USD,CASH,2024-12-11 15:25:59,APPROVED
T-11959,A-2978,A-2758,M-3316,9.24,USD,ECOM,10/31/2024,APPROVED
T-11960,A-3538,A-4729,M-3122,16.96,USD,ECOM,05/29/2024,APPROVED
T-11961,A-3642,A-2813,M-3024,17.28,USD,ECOM,06/29/2025 11:11,APPROVED
T-11962,A-2057,A-4027,M-3393,38.78,USD,ATM,2025-01-09 08:41:00,APPROVED
T-11963,A-3974,A-3988,M-3141,25.45,USD,POS,2024-10-18T15:10:25,APPROVED
T-11964,A-2571,A-4279,M-3450,13.49,USD,POS,06/01/2024,APPROVED
T-11965,A-3361,A-3328,M-3204,16.1,USD,ECOM,2024-09-20T19:23:34,APPROVED
T-11966,A-5054,A-2803,M-3257,10.1,USD,WIRE,2024-01-13 21:45:45,APPROVED
T-11967,A-4220,A-2234,M-3213,12.15,USD,WIRE,2024-04-24,APPROVED
T-11968,A-3394,A-2260,M-3289,52.08,USD,ATM,04/16/2025 01:11,APPROVED
T-11969,A-3914,A-2029,M-3139,13.31,USD,CASH,11/05/2024 07:34,APPROVED
T-11970,A-3252,A-3541,M-3158,9.07,USD,WIRE,2024-03-30T08:23:12,APPROVED
