login_id,customer_id,device_id,geo_id,ts,channel,result
L-8310,C-2751,D-4597,G-5846,2025-03-20 19:22:20,MOBILE,MFA_CHALLENGE
L-8311,C-2817,D-4679,G-6295,2025-04-13T00:02:50,WEB,FAIL
L-8312,C-2497,D-4675,G-6491,2025-07-09,MOBILE,SUCCESS
L-8313,C-2766,D-4576,G-5968,07/23/2024,IVR,MFA_CHALLENGE
L-8314,C-2428,D-4104,G-6165,01/01/2024,WEB,MFA_CHALLENGE
L-8315,C-1773,D-4529,G-6452,2024-11-26T07:53:47,IVR,SUCCESS
L-8316,C-2486,D-4186,G-6297,2024-03-26 18:51:25,IVR,MFA_CHALLENGE
L-8317,C-1151,D-4149,G-5659,02/16/2024 23:43,IVR,SUCCESS
L-8318,C-1802,D-4559,G-5663,2024-07-29 06:31:48,IVR,SUCCESS
L-8319,C-2118,D-4740,G-6028,2024-08-04T19:38:00,MOBILE,MFA_CHALLENGE
L-8320,C-1312,D-4170,G-5144,12/23/2024 10:28,WEB,MFA_CHALLENGE
L-8321,C-2791,D-4091,G-5851,2025-07-25T19:49:49,MOBILE,SUCCESS
L-8322,C-1391,D-4208,G-6368,01/11/2024 18:20,WEB,SUCCESS
L-8323,C-1197,D-4319,G-6483,02/21/2025,MOBILE,MFA_CHALLENGE
L-8324,C-2218,D-4111,G-5007,2024-01-09T18:30:05,IVR,SUCCESS
L-8325,C-1398,D-4749,G-5572,08/08/2024,WEB,FAIL
L-8326,C-1653,D-4678,G-5143,2024-08-08 03:36:32,MOBILE,MFA_CHALLENGE
L-8327,C-2808,D-4441,G-6189,2024-02-01T21:28:58,WEB,MFA_CHALLENGE
L-8328,C-1755,D-4626,G-6483,2025-04-10T13:59:03,MOBILE,FAIL
L-8329,C-2172,D-4584,G-6035,06/26/2024,WEB,MFA_CHALLENGE
L-8330,C-1758,D-4161,G-5018,05/21/2025 11:48,IVR,MFA_CHALLENGE
L-8331,C-1938,D-4033,G-6177,02/19/2024 05:50,IVR,FAIL
L-8332,C-2519,D-4717,G-6141,2025-05-02 10:19:58,MOBILE,MFA_CHALLENGE
L-8333,C-2150,D-4770,G-5609,11/29/2024,WEB,SUCCESS
L-8334,C-2703,D-4515,G-5118,05/10/2024 08:43,IVR,MFA_CHALLENGE
L-8335,C-2015,D-4095,G-5197,01/12/2024 22:48,IVR,MFA_CHALLENGE
L-8336,C-2449,D-4246,G-5266,2025-07-30,WEB,FAIL
L-8337,C-2979,D-4684,G-6328,2025-04-01,MOBILE,MFA_CHALLENGE
L-8338,C-1976,D-4619,G-5781,10/13/2024,IVR,MFA_CHALLENGE
L-8339,C-2384,D-4749,G-5797,2024-10-31 01:22:09,WEB,SUCCESS
L-8340,C-2388,D-4780,G-6487,2024-02-10T21:24:51,IVR,SUCCESS
L-8341,C-2997,D-4167,G-5886,2024-07-24 03:26:19,WEB,SUCCESS
L-8342,C-2999,D-4544,G-6027,2024-01-02 19:33:19,MOBILE,MFA_CHALLENGE
L-8343,C-1768,D-4212,G-6079,2025-04-19T02:50:37,MOBILE,SUCCESS
L-8344,C-2278,D-4564,G-5947,07/06/2025 11:22,WEB,MFA_CHALLENGE
L-8345,C-1651,D-4740,G-5281,10/25/2024 08:18,MOBILE,MFA_CHALLENGE
L-8346,C-2154,D-4737,G-5868,2024-12-20 02:57:16,MOBILE,MFA_CHALLENGE
L-8347,C-2528,D-4690,G-6222,10/04/2024,IVR,FAIL
L-8348,C-2560,D-4196,G-5645,01/04/2025,IVR,MFA_CHALLENGE
L-8349,C-1579,D-4325,G-6153,2025-02-24T22:43:15,IVR,SUCCESS
L-8350,C-2584,D-4545,G-6234,2024-09-07 02:10:26,IVR,FAIL
L-8351,C-1782,D-4272,G-6309,03/15/2024 08:13,WEB,SUCCESS
L-8352,C-2614,D-4654,G-5556,2024-05-13T01:44:39,MOBILE,SUCCESS
L-8353,C-1998,D-4482,G-5437,10/25/2024 20:23,IVR,SUCCESS
L-8354,C-2793,D-4419,G-6360,11/07/2024,WEB,MFA_CHALLENGE
L-8355,C-1546,D-4371,G-5213,2025-04-23,WEB,MFA_CHALLENGE
L-8356,C-1517,D-4742,G-6434,09/27/2024 15:59,IVR,FAIL
L-8357,C-1513,D-4339,G-5951,04/13/2024 01:05,WEB,SUCCESS
L-8358,C-2653,D-4269,G-5483,2024-05-12T20:53:48,IVR,SUCCESS
L-8359,C-1384,D-4783,G-5688,2024-08-01 05:19:08,IVR,SUCCESS
L-8360,C-1200,D-4259,G-5352,06/07/2024,MOBILE,SUCCESS
L-8361,C-1260,D-4034,G-5878,2024-07-27 10:10:22,IVR,SUCCESS
L-8362,C-2509,D-4714,G-6040,03/19/2025,IVR,FAIL
L-8363,C-2735,D-4320,G-6009,2024-06-27,WEB,FAIL
L-8364,C-1861,D-4207,G-5480,2025-07-20 00:58:49,WEB,MFA_CHALLENGE
L-8365,C-2145,D-4233,G-5925,03/12/2025,WEB,FAIL
L-8366,C-2019,D-4220,G-5243,06/25/2025,MOBILE,SUCCESS
L-8367,C-2313,D-4608,G-5545,2025-06-11T02:33:16,WEB,SUCCESS
L-8368,C-1042,D-4323,G-6249,2024-06-02 16:27:03,MOBILE,FAIL
L-8369,C-1125,D-4182,G-6381,03/10/2024 16:27,MOBILE,SUCCESS
L-8370,C-1552,D-4332,G-5930,2024-06-24 15:59:42,MOBILE,MFA_CHALLENGE
L-8371,C-1432,D-4563,G-6085,2025-05-19,MOBILE,SUCCESS
L-8372,C-2123,D-4173,G-5477,04/13/2024 20:21,WEB,FAIL
L-8373,C-2658,D-4622,G-6116,2024-04-26T13:52:44,IVR,SUCCESS
L-8374,C-1107,D-4503,G-5104,01/16/2025,WEB,SUCCESS
L-8375,C-1974,D-4250,G-6273,02/18/2025,IVR,MFA_CHALLENGE
L-8376,C-2812,D-4200,G-5966,01/29/2025,MOBILE,FAIL
L-8377,C-1687,D-4463,G-5909,04/14/2024 04:08,WEB,MFA_CHALLENGE
L-8378,C-2313,D-4551,G-5619,2025-07-21T20:22:57,WEB,MFA_CHALLENGE
L-8379,C-2858,D-4190,G-5031,2025-07-02T04:51:05,WEB,FAIL
L-8380,C-1096,D-4685,G-5399,2024-02-04,IVR,MFA_CHALLENGE
L-8381,C-2496,D-4073,G-5425,03/13/2024,MOBILE,FAIL
L-8382,C-1037,D-4442,G-5780,2025-01-20T17:10:22,MOBILE,SUCCESS
L-8383,C-2094,D-4252,G-5849,02/19/2024,MOBILE,SUCCESS
L-8384,C-2925,D-4034,G-5458,2024-05-12,WEB,MFA_CHALLENGE
L-8385,C-2616,D-4198,G-6133,2024-10-14T01:28:12,WEB,SUCCESS
L-8386,C-1013,D-4404,G-5940,04/30/2024,MOBILE,SUCCESS
L-8387,C-2240,D-4614,G-5832,09/08/2024,IVR,FAIL
L-8388,C-1627,D-4593,G-5536,02/02/2024,WEB,SUCCESS
L-8389,C-1671,D-4741,G-5379,2025-03-29T05:18:22,IVR,FAIL
L-8390,C-1555,D-4715,G-5882,08/03/2024 01:55,IVR,FAIL
L-8391,C-1215,D-4509,G-5688,2024-02-11T17:15:52,WEB,MFA_CHALLENGE
L-8392,C-1619,D-4083,G-5187,2024-05-07 15:14:18,MOBILE,MFA_CHALLENGE
L-8393,C-1386,D-4440,G-5266,2025-07-27T17:49:23,WEB,FAIL
L-8394,C-2372,D-4247,G-5941,12/28/2024 17:17,MOBILE,SUCCESS
L-8395,C-2432,D-4484,G-5403,2025-06-24,WEB,MFA_CHALLENGE
L-8396,C-2575,D-4543,G-5257,03/17/2025,MOBILE,MFA_CHALLENGE
L-8397,C-2559,D-4481,G-5630,01/11/2025 05:29,MOBILE,FAIL
L-8398,C-2761,D-4317,G-5683,2024-07-31 18:40:43,MOBILE,FAIL
L-8399,C-2785,D-4035,G-5516,2025-04-23,MOBILE,MFA_CHALLENGE
L-8400,C-1014,D-4352,G-6383,2024-03-28 12:57:44,MOBILE,MFA_CHALLENGE
L-8401,C-1416,D-4237,G-6028,2024-10-26T12:07:05,WEB,MFA_CHALLENGE
L-8402,C-2240,D-4426,G-5766,03/13/2024,WEB,FAIL
L-8403,C-2795,D-4487,G-6257,2025-05-29T11:40:06,IVR,FAIL
L-8404,C-2336,D-4147,G-5780,06/27/2025,WEB,SUCCESS
L-8405,C-1582,D-4106,G-5809,02/21/2025,WEB,MFA_CHALLENGE
L-8406,C-1195,D-4063,G-6317,2024-10-22,WEB,SUCCESS
L-8407,C-1428,D-4737,G-5329,2024-05-28 21:52:53,IVR,SUCCESS
L-8408,C-2640,D-4576,G-5897,2024-07-03T11:35:04,MOBILE,FAIL
L-8409,C-1689,D-4725,G-5794,11/19/2024,MOBILE,MFA_CHALLENGE
L-8410,C-2920,D-4362,G-6329,2024-11-20 11:14:11,WEB,MFA_CHALLENGE
L-8411,C-1857,D-4348,G-6094,05/27/2025,WEB,MFA_CHALLENGE
L-8412,C-2017,D-4784,G-5269,12/04/2024,WEB,MFA_CHALLENGE
L-8413,C-1628,D-4459,G-5473,03/05/2025 02:03,IVR,SUCCESS
L-8414,C-2618,D-4016,G-5668,2025-07-25 22:20:32,IVR,FAIL
L-8415,C-1218,D-4127,G-5574,2024-12-25,WEB,SUCCESS
L-8416,C-2424,D-4606,G-5932,07/07/2024 10:11,WEB,MFA_CHALLENGE
L-8417,C-2076,D-4595,G-6360,2025-06-23T11:33:43,MOBILE,SUCCESS
L-8418,C-1915,D-4199,G-6426,2024-02-06T08:57:43,MOBILE,FAIL
L-8419,C-1806,D-4277,G-5821,2024-06-27 13:29:28,MOBILE,MFA_CHALLENGE
L-8420,C-2965,D-4409,G-5219,08/09/2024 06:03,WEB,MFA_CHALLENGE
L-8421,C-2583,D-4164,G-5577,05/24/2024,IVR,SUCCESS
L-8422,C-1292,D-4629,G-5612,2024-06-10 05:34:57,MOBILE,FAIL
L-8423,C-1522,D-4584,G-5611,2024-11-23 09:31:57,IVR,FAIL
L-8424,C-2901,D-4119,G-5355,2024-12-30,MOBILE,FAIL
L-8425,C-2051,D-4763,G-6040,2025-07-29T15:48:38,MOBILE,SUCCESS
L-8426,C-1095,D-4638,G-6434,04/02/2025 17:20,IVR,MFA_CHALLENGE
L-8427,C-2845,D-4115,G-5741,06/25/2024,IVR,SUCCESS
L-8428,C-1870,D-4344,G-6334,2024-08-21 22:18:52,IVR,SUCCESS
L-8429,C-1772,D-4018,G-5579,02/21/2025,MOBILE,MFA_CHALLENGE
L-8430,C-1576,D-4754,G-5669,05/04/2025,IVR,FAIL
L-8431,C-1165,D-4742,G-5118,2025-02-14,IVR,SUCCESS
L-8432,C-1421,D-4488,G-5150,2024-06-27,MOBILE,FAIL
L-8433,C-1642,D-4047,G-6198,2025-03-16 05:49:36,WEB,MFA_CHALLENGE
L-8434,C-1987,D-4459,G-5520,07/22/2024,IVR,FAIL
L-8435,C-1251,D-4798,G-5131,2024-09-26,WEB,MFA_CHALLENGE
L-8436,C-2059,D-4366,G-5420,05/22/2025,MOBILE,MFA_CHALLENGE
L-8437,C-1905,D-4147,G-5688,2024-03-08T01:06:41,IVR,FAIL
L-8438,C-1540,D-4626,G-5350,01/10/2024,MOBILE,SUCCESS
L-8439,C-1744,D-4408,G-5625,2025-07-08,MOBILE,FAIL
L-8440,C-1534,D-4238,G-5906,02/17/2024 15:53,WEB,SUCCESS
L-8441,C-1964,D-4349,G-6285,11/27/2024,IVR,MFA_CHALLENGE
L-8442,C-1449,D-4229,G-6222,06/08/2024,WEB,MFA_CHALLENGE
L-8443,C-1317,D-4375,G-5140,2024-05-04T18:20:53,IVR,FAIL
L-8444,C-1536,D-4525,G-6315,02/17/2025 07:23,WEB,FAIL
L-8445,C-2609,D-4337,G-5577,11/21/2024 00:28,MOBILE,FAIL
L-8446,C-1329,D-4028,G-6277,02/03/2024 03:36,WEB,MFA_CHALLENGE
L-8447,C-2815,D-4290,G-6321,10/08/2024 02:45,WEB,FAIL
L-8448,C-1396,D-4456,G-6047,04/15/2024,IVR,FAIL
L-8449,C-2188,D-4759,G-5687,2025-01-07 19:19:42,WEB,FAIL
L-8450,C-1100,D-4510,G-5986,05/27/2025,MOBILE,SUCCESS
L-8451,C-2819,D-4574,G-6222,2025-06-20,MOBILE,FAIL
L-8452,C-2364,D-4760,G-5652,2025-03-21,MOBILE,FAIL
L-8453,C-1610,D-4367,G-5930,06/12/2025 15:46,IVR,SUCCESS
L-8454,C-1179,D-4374,G-6162,03/01/2025,MOBILE,MFA_CHALLENGE
L-8455,C-2194,D-4324,G-5386,03/28/2025,IVR,FAIL
L-8456,C-2615,D-4168,G-5821,08/08/2024,IVR,FAIL
L-8457,C-1603,D-4323,G-6174,02/13/2025 07:20,WEB,SUCCESS
L-8458,C-1131,D-4412,G-6052,2024-12-27,WEB,SUCCESS
L-8459,C-1178,D-4491,G-6113,2024-09-18,IVR,MFA_CHALLENGE
L-8460,C-1441,D-4346,G-6480,03/12/2025 16:17,WEB,FAIL
L-8461,C-1525,D-4675,G-6194,06/12/2025,WEB,FAIL
L-8462,C-1315,D-4553,G-5671,2024-09-12 10:27:48,IVR,MFA_CHALLENGE
L-8463,C-1063,D-4574,G-5492,04/06/2024 11:47,MOBILE,SUCCESS
L-8464,C-2194,D-4232,G-6102,06/27/2025,WEB,MFA_CHALLENGE
L-8465,C-1590,D-4658,G-6398,2024-03-19,WEB,FAIL
L-8466,C-2954,D-4019,G-5052,02/24/2024 08:06,MOBILE,SUCCESS
L-8467,C-2733,D-4627,G-5800,2024-07-15,IVR,SUCCESS
L-8468,C-2929,D-4237,G-5485,2025-02-22T17:59:11,WEB,SUCCESS
L-8469,C-2652,D-4409,G-5695,2025-05-26,WEB,FAIL
L-8470,C-1364,D-4058,G-5755,05/03/2025 22:30,IVR,MFA_CHALLENGE
L-8471,C-2048,D-4643,G-5820,2024-01-22T21:22:16,WEB,SUCCESS
L-8472,C-2144,D-4284,G-5524,2024-07-05,WEB,FAIL
L-8473,C-1427,D-4124,G-6431,2024-08-22,WEB,SUCCESS
L-8474,C-2179,D-4751,G-5863,2024-12-17T06:33:02,IVR,FAIL
L-8475,C-2716,D-4027,G-6270,02/27/2024,MOBILE,MFA_CHALLENGE
L-8476,C-2723,D-4091,G-6485,2024-09-18,WEB,MFA_CHALLENGE
L-8477,C-1628,D-4482,G-6497,07/11/2024,MOBILE,MFA_CHALLENGE
L-8478,C-1063,D-4444,G-5243,2024-02-26 10:54:02,WEB,MFA_CHALLENGE
L-8479,C-1688,D-4115,G-5843,10/25/2024,MOBILE,SUCCESS
L-8480,C-2555,D-4552,G-6082,2024-09-29T06:54:47,MOBILE,SUCCESS
L-8481,C-2261,D-4186,G-5742,12/03/2024,MOBILE,SUCCESS
L-8482,C-1826,D-4074,G-5746,2024-12-13T23:09:19,IVR,FAIL
L-8483,C-2727,D-4227,G-6421,2024-04-26,IVR,SUCCESS
L-8484,C-2885,D-4653,G-6234,11/10/2024 08:17,IVR,FAIL
L-8485,C-1453,D-4221,G-5666,2024-07-16,IVR,FAIL
L-8486,C-1752,D-4241,G-5027,11/05/2024,MOBILE,FAIL
L-8487,C-2200,D-4193,G-5806,2025-01-05T06:20:31,IVR,FAIL
L-8488,C-2576,D-4108,G-6482,2024-02-01T18:40:37,MOBILE,FAIL
L-8489,C-1042,D-4657,G-5087,04/28/2025 04:59,MOBILE,MFA_CHALLENGE
L-8490,C-2548,D-4729,G-5732,07/24/2025,IVR,MFA_CHALLENGE
L-8491,C-2129,D-4638,G-5346,2024-05-07 12:32:01,WEB,SUCCESS
L-8492,C-1319,D-4126,G-6483,2025-04-14T11:42:32,IVR,MFA_CHALLENGE
L-8493,C-1779,D-4762,G-6323,2025-05-16T16:38:56,IVR,MFA_CHALLENGE
L-8494,C-1954,D-4038,G-5328,2024-02-20,WEB,SUCCESS
L-8495,C-1829,D-4013,G-5632,2024-04-25T18:07:18,WEB,SUCCESS
L-8496,C-2663,D-4556,G-6315,04/10/2024,MOBILE,MFA_CHALLENGE
L-8497,C-1343,D-4157,G-5482,2025-02-12,MOBILE,FAIL
L-8498,C-2858,D-4118,G-5180,09/24/2024 17:53,MOBILE,SUCCESS
L-8499,C-1156,D-4636,G-5617,09/16/2024 20:52,IVR,MFA_CHALLENGE
L-8500,C-2939,D-4670,G-5400,2024-07-12 03:35:50,IVR,FAIL
L-8501,C-1492,D-4347,G-6298,2024-01-26T10:04:12,MOBILE,SUCCESS
L-8502,C-1373,D-4531,G-6480,2024-07-19T01:38:09,MOBILE,MFA_CHALLENGE
L-8503,C-2186,D-4350,G-5371,07/03/2024 16:51,IVR,MFA_CHALLENGE
L-8504,C-2229,D-4078,G-5587,2025-06-12 20:55:46,IVR,FAIL
L-8505,C-2340,D-4031,G-5036,2024-09-24T15:07:47,MOBILE,MFA_CHALLENGE
L-8506,C-1417,D-4034,G-5467,2024-01-07,MOBILE,FAIL
L-8507,C-2430,D-4171,G-5437,10/14/2024 03:14,WEB,MFA_CHALLENGE
L-8508,C-1718,D-4153,G-5657,06/13/2025,WEB,MFA_CHALLENGE
L-8509,C-2160,D-4666,G-5617,07/18/2024 18:39,WEB,SUCCESS
L-8510,C-1487,D-4436,G-6300,2024-08-13 12:12:44,WEB,SUCCESS
L-8511,C-1695,D-4767,G-5065,2024-04-27 22:40:37,IVR,FAIL
L-8512,C-1869,D-4533,G-5934,2024-01-16,WEB,FAIL
L-8513,C-1536,D-4512,G-5017,2024-03-30,IVR,SUCCESS
L-8514,C-2851,D-4692,G-5748,02/19/2025,MOBILE,SUCCESS
L-8515,C-1630,D-4099,G-6228,02/09/2025 16:38,IVR,MFA_CHALLENGE
L-8516,C-2008,D-4493,G-6156,2024-02-26T13:02:01,MOBILE,MFA_CHALLENGE
L-8517,C-2819,D-4102,G-5622,2025-01-19,IVR,SUCCESS
L-8518,C-1330,D-4708,G-5568,2024-02-19,WEB,FAIL
L-8519,C-2161,D-4020,G-5649,2025-02-26 11:22:18,WEB,FAIL
L-8520,C-2326,D-4058,G-5879,2025-01-25,IVR,FAIL
L-8521,C-2314,D-4084,G-5430,2024-06-03 15:36:08,IVR,FAIL
L-8522,C-2694,D-4363,G-5595,2025-04-20 20:32:00,MOBILE,FAIL
L-8523,C-2419,D-4468,G-6132,2025-03-26 20:01:51,MOBILE,MFA_CHALLENGE
L-8524,C-2397,D-4033,G-5163,2025-06-18T01:40:36,IVR,SUCCESS
L-8525,C-2092,D-4781,G-5469,01/13/2024 23:09,IVR,MFA_CHALLENGE
L-8526,C-1212,D-4640,G-5760,03/13/2024,MOBILE,SUCCESS
L-8527,C-2218,D-4152,G-6311,01/27/2025,MOBILE,MFA_CHALLENGE
L-8528,C-2649,D-4050,G-6037,06/01/2024 22:14,MOBILE,SUCCESS
L-8529,C-1042,D-4191,G-6103,2024-11-24,WEB,SUCCESS
L-8530,C-1931,D-4287,G-5151,2025-06-11 14:06:34,MOBILE,FAIL
L-8531,C-2429,D-4021,G-5995,01/30/2024 22:25,WEB,MFA_CHALLENGE
L-8532,C-1534,D-4123,G-5443,2025-04-10T21:58:19,MOBILE,SUCCESS
L-8533,C-1317,D-4708,G-5744,05/17/2024,IVR,MFA_CHALLENGE
L-8534,C-1901,D-4352,G-5384,2024-04-19 14:53:27,MOBILE,SUCCESS
L-8535,C-2611,D-4270,G-5330,2024-01-05 18:47:52,IVR,MFA_CHALLENGE
L-8536,C-2105,D-4500,G-6436,07/08/2025,IVR,SUCCESS
L-8537,C-2188,D-4662,G-6477,11/23/2024,IVR,SUCCESS
L-8538,C-2772,D-4074,G-6290,2024-06-30,MOBILE,FAIL
L-8539,C-1661,D-4561,G-6417,05/15/2024 05:53,WEB,SUCCESS
L-8540,C-1466,D-4734,G-5694,01/20/2024 18:35,MOBILE,MFA_CHALLENGE
L-8541,C-2295,D-4150,G-5450,05/25/2025 17:06,MOBILE,FAIL
L-8542,C-1168,D-4648,G-5154,2024-07-14 22:29:23,MOBILE,FAIL
L-8543,C-2043,D-4743,G-5452,01/13/2025,MOBILE,MFA_CHALLENGE
L-8544,C-2574,D-4062,G-6386,08/24/2024 18:14,WEB,FAIL
L-8545,C-1529,D-4534,G-5881,09/13/2024 16:10,WEB,MFA_CHALLENGE
L-8546,C-2553,D-4020,G-5484,09/20/2024,IVR,SUCCESS
L-8547,C-2193,D-4359,G-5951,03/18/2024,MOBILE,MFA_CHALLENGE
L-8548,C-2446,D-4494,G-5153,2025-01-29T14:57:45,WEB,MFA_CHALLENGE
L-8549,C-1812,D-4369,G-5717,2024-09-09,WEB,MFA_CHALLENGE
L-8550,C-2308,D-4411,G-5842,06/22/2024,MOBILE,FAIL
L-8551,C-2219,D-4647,G-6323,2025-03-12T15:05:02,IVR,FAIL
L-8552,C-1881,D-4049,G-5950,01/01/2025 11:34,WEB,FAIL
L-8553,C-2648,D-4780,G-6431,2025-01-29,WEB,MFA_CHALLENGE
L-8554,C-2254,D-4335,G-6153,2024-09-12T10:34:06,MOBILE,FAIL
L-8555,C-1216,D-4028,G-5318,01/03/2024 14:53,IVR,MFA_CHALLENGE
L-8556,C-1801,D-4291,G-5229,04/29/2024 23:56,WEB,SUCCESS
L-8557,C-2741,D-4733,G-5708,05/19/2025,MOBILE,FAIL
L-8558,C-2853,D-4210,G-5085,03/31/2025 09:42,IVR,MFA_CHALLENGE
L-8559,C-1731,D-4142,G-5163,07/11/2025 23:04,MOBILE,SUCCESS
L-8560,C-2092,D-4615,G-5141,2025-05-30 07:07:13,WEB,FAIL
L-8561,C-2113,D-4232,G-6333,2024-03-30,WEB,SUCCESS
L-8562,C-2645,D-4397,G-5359,01/06/2025,IVR,MFA_CHALLENGE
L-8563,C-2308,D-4389,G-5363,2024-01-27T02:10:05,MOBILE,MFA_CHALLENGE
L-8564,C-2499,D-4169,G-5042,2024-08-20 18:33:36,MOBILE,FAIL
L-8565,C-1572,D-4614,G-5846,2025-02-16,MOBILE,SUCCESS
L-8566,C-2094,D-4491,G-5444,09/25/2024 23:56,MOBILE,MFA_CHALLENGE
L-8567,C-1404,D-4160,G-5818,10/15/2024,WEB,MFA_CHALLENGE
L-8568,C-2508,D-4379,G-5998,2024-06-25 03:24:53,IVR,FAIL
L-8569,C-1599,D-4599,G-6011,2024-12-26T07:43:56,WEB,MFA_CHALLENGE
L-8570,C-2494,D-4160,G-6111,09/06/2024 02:42,MOBILE,SUCCESS
L-8571,C-2019,D-4695,G-5720,2024-05-17T13:05:12,WEB,SUCCESS
L-8572,C-2596,D-4721,G-5176,2024-01-18,WEB,SUCCESS
L-8573,C-2061,D-4499,G-6357,2025-01-07T06:50:03,IVR,SUCCESS
L-8574,C-2428,D-4108,G-5310,2024-10-15 05:29:12,IVR,SUCCESS
L-8575,C-2163,D-4067,G-6209,2024-01-11 20:44:09,MOBILE,SUCCESS
L-8576,C-1491,D-4747,G-5149,2024-11-15,MOBILE,SUCCESS
L-8577,C-1984,D-4109,G-5074,2024-04-23,IVR,FAIL
L-8578,C-2704,D-4465,G-6416,2024-01-24 16:30:32,WEB,MFA_CHALLENGE
L-8579,C-1300,D-4565,G-6471,2024-10-01,WEB,SUCCESS
L-8580,C-1923,D-4517,G-6169,05/06/2024,IVR,SUCCESS
L-8581,C-2268,D-4044,G-6391,2024-02-24,WEB,SUCCESS
L-8582,C-1423,D-4493,G-5468,2024-12-18T12:14:04,MOBILE,SUCCESS
L-8583,C-1369,D-4002,G-6457,2024-09-19T08:35:30,WEB,MFA_CHALLENGE
L-8584,C-1255,D-4091,G-5670,2025-06-06T23:38:57,IVR,SUCCESS
L-8585,C-2651,D-4174,G-5295,04/12/2024,IVR,MFA_CHALLENGE
L-8586,C-1048,D-4370,G-5206,2024-07-03,MOBILE,FAIL
L-8587,C-2779,D-4178,G-6254,2024-08-05,IVR,SUCCESS
L-8588,C-2301,D-4098,G-5678,01/14/2024,WEB,FAIL
L-8589,C-2215,D-4593,G-5909,01/03/2025 07:05,WEB,SUCCESS
L-8590,C-2275,D-4651,G-5335,01/23/2024 00:18,IVR,FAIL
L-8591,C-2395,D-4413,G-6069,2024-04-15 10:52:35,WEB,SUCCESS
L-8592,C-1795,D-4548,G-5139,07/24/2025,WEB,FAIL
L-8593,C-1760,D-4210,G-5653,2024-04-28T01:10:27,IVR,SUCCESS
L-8594,C-1061,D-4522,G-5770,2024-05-30T21:20:27,MOBILE,MFA_CHALLENGE
L-8595,C-2951,D-4515,G-6442,02/04/2024,MOBILE,FAIL
L-8596,C-2264,D-4529,G-5909,2025-01-29 16:29:57,IVR,SUCCESS
L-8597,C-2092,D-4270,G-5081,03/19/2025 08:03,IVR,FAIL
L-8598,C-1654,D-4661,G-6070,2024-05-27 22:25:38,IVR,MFA_CHALLENGE
L-8599,C-2830,D-4750,G-5772,03/27/2024 11:42,IVR,FAIL
L-8600,C-2120,D-4599,G-6387,2024-06-09 03:31:40,MOBILE,FAIL
L-8601,C-2118,D-4149,G-5912,04/07/2024,MOBILE,SUCCESS
L-8602,C-1808,D-4612,G-5175,2024-02-18,WEB,SUCCESS
L-8603,C-2440,D-4707,G-5218,01/27/2024,WEB,SUCCESS
L-8604,C-2462,D-4240,G-5019,02/22/2024 18:08,WEB,FAIL
L-8605,C-2136,D-4006,G-5299,2025-01-05T03:55:53,IVR,MFA_CHALLENGE
L-8606,C-2498,D-4791,G-5574,2024-07-01,MOBILE,MFA_CHALLENGE
L-8607,C-1726,D-4256,G-5066,2025-05-23,WEB,FAIL
L-8608,C-1873,D-4411,G-5560,06/09/2024 10:58,IVR,SUCCESS
L-8609,C-2722,D-4745,G-5088,04/12/2025 05:09,MOBILE,MFA_CHALLENGE
L-8610,C-1920,D-4712,G-6072,2024-02-24,MOBILE,SUCCESS
L-8611,C-1436,D-4676,G-5353,2024-06-27T08:32:29,WEB,SUCCESS
L-8612,C-1695,D-4077,G-5014,2024-04-20 19:08:14,MOBILE,MFA_CHALLENGE
L-8613,C-2187,D-4331,G-6467,04/26/2024,MOBILE,FAIL
L-8614,C-2841,D-4601,G-5568,2024-09-21,IVR,MFA_CHALLENGE
L-8615,C-1771,D-4040,G-5721,2024-11-20,MOBILE,FAIL
L-8616,C-2453,D-4395,G-6239,2025-04-01T17:30:05,IVR,MFA_CHALLENGE
L-8617,C-2619,D-4124,G-6345,2025-06-18 22:16:24,MOBILE,MFA_CHALLENGE
L-8618,C-1743,D-4289,G-5890,2024-06-14T13:55:27,WEB,MFA_CHALLENGE
L-8619,C-2123,D-4079,G-6155,2024-11-15 16:58:41,MOBILE,MFA_CHALLENGE
L-8620,C-2717,D-4108,G-6253,2025-01-01 01:51:16,MOBILE,FAIL
L-8621,C-1150,D-4177,G-5439,2024-07-01,IVR,FAIL
L-8622,C-1563,D-4609,G-5311,02/27/2025,IVR,FAIL
L-8623,C-1269,D-4292,G-5508,2024-12-22,WEB,FAIL
L-8624,C-1774,D-4289,G-5781,2024-11-07T20:12:44,WEB,SUCCESS
L-8625,C-2869,D-4479,G-6211,05/01/2025,IVR,FAIL
L-8626,C-2122,D-4615,G-5526,2024-08-31,IVR,MFA_CHALLENGE
L-8627,C-1557,D-4084,G-5960,2025-04-23 00:31:37,WEB,SUCCESS
L-8628,C-1380,D-4093,G-5633,2024-11-21 00:45:04,MOBILE,MFA_CHALLENGE
L-8629,C-2982,D-4014,G-6259,04/03/2024,IVR,SUCCESS
L-8630,C-2204,D-4561,G-6315,04/25/2024 08:36,IVR,MFA_CHALLENGE
L-8631,C-1747,D-4596,G-5514,2024-09-05 18:04:45,WEB,FAIL
L-8632,C-1469,D-4043,G-5025,2024-10-09T00:16:14,WEB,MFA_CHALLENGE
L-8633,C-2456,D-4641,G-6392,2025-07-08,MOBILE,SUCCESS
L-8634,C-1508,D-4199,G-5630,05/26/2024,WEB,SUCCESS
L-8635,C-2584,D-4250,G-5304,06/01/2024 13:39,IVR,SUCCESS
