txn_id,src_account_id,dst_account_id,amount,currency,channel,ts,status,merchant_id
T-6271,A-2268,A-2307,4172.04,USD,POS,2024-05-04T15:30:57,PENDING,M-3163
T-6272,A-2681,A-2294,900.96,USD,POS,2024-05-29T23:48:14,SUCCESS,M-3106
T-6273,A-2283,A-2504,2996.46,USD,WIRE,2024-11-21T22:48:07,FAILED,M-3017
T-6274,A-2579,A-2446,3141.84,USD,POS,2025-07-06T01:18:06,FAILED,M-3066
T-6275,A-2524,A-2589,4227.17,USD,WIRE,2025-03-27T15:24:36,SUCCESS,M-3004
T-6276,A-2149,A-2327,4392.19,USD,ONLINE,2024-09-24T02:45:21,SUCCESS,M-3118
T-6277,A-2054,A-2279,2100.47,USD,POS,2025-04-14T20:28:45,FAILED,M-3092
T-6278,A-2298,A-2542,4681.9,USD,ATM,2024-09-14T06:59:49,PENDING,M-3163
T-6279,A-2187,A-2096,3764.38,USD,ONLINE,2024-11-19T16:36:18,FAILED,M-3153
T-6280,A-2308,A-2277,3491.35,USD,POS,2025-03-08T07:18:08,PENDING,M-3175
T-6281,A-2593,A-2360,69.42,USD,ONLINE,2025-08-06T11:30:24,FAILED,M-3036
T-6282,A-2496,A-2421,4604.93,USD,POS,2023-12-09T22:23:13,SUCCESS,M-3087
T-6283,A-2158,A-2515,4158.71,USD,WIRE,2023-10-11T19:57:31,PENDING,M-3056
T-6284,A-2538,A-2544,2757.81,USD,MOBILE,2024-07-24T22:14:18,FAILED,M-3182
T-6285,A-2078,A-2119,4617.43,USD,ONLINE,2025-04-29T15:29:24,FAILED,M-3033
T-6286,A-2371,A-2142,4449.18,USD,WIRE,2023-12-21T13:44:04,FAILED,M-3113
T-6287,A-2176,A-2311,3723.58,USD,ATM,2024-02-14T08:17:28,SUCCESS,M-3007
T-6288,A-2145,A-2232,631.09,USD,POS,2023-11-23T21:42:18,FAILED,M-3078
T-6289,A-2114,A-2079,3874.59,USD,POS,2025-05-01T17:29:36,SUCCESS,M-3004
T-6290,A-2110,A-2033,2569.83,USD,MOBILE,2024-04-03T12:47:45,SUCCESS,M-3168
T-6291,A-2259,A-2044,1511.72,USD,POS,2025-05-21T08:46:14,SUCCESS,M-3016
T-6292,A-2616,A-2210,4506.37,USD,ONLINE,2025-01-22T08:05:32,SUCCESS,M-3150
T-6293,A-2092,A-2149,4709.52,USD,ONLINE,2024-05-17T07:19:25,FAILED,M-3191
T-6294,A-2164,A-2512,3644.13,USD,WIRE,2024-12-04T14:57:42,PENDING,M-3199
T-6295,A-2069,A-2101,3817.4,USD,ATM,2024-07-25T22:10:11,PENDING,M-3148
T-6296,A-2196,A-2288,4508.79,USD,POS,2024-10-30T14:57:23,PENDING,M-3043
T-6297,A-2101,A-2219,4257.23,USD,ONLINE,2025-01-18T17:30:41,PENDING,M-3129
T-6298,A-2603,A-2189,3369.26,USD,ATM,2025-02-10T13:54:49,FAILED,M-3112
T-6299,A-2388,A-2434,2573.68,USD,POS,2024-09-21T17:28:02,FAILED,M-3054
T-6300,A-2126,A-2477,2601.04,USD,ONLINE,2025-02-21T03:14:51,PENDING,M-3028
T-6301,A-2295,A-2570,207.84,USD,MOBILE,2024-12-08T17:10:02,SUCCESS,M-3184
T-6302,A-2394,A-2290,3003.95,USD,MOBILE,2025-06-13T21:42:03,SUCCESS,M-3116
T-6303,A-2567,A-2417,4924.89,USD,ATM,2025-05-20T22:47:03,SUCCESS,M-3074
T-6304,A-2487,A-2695,900.59,USD,POS,2023-11-16T11:22:13,FAILED,M-3094
T-6305,A-2448,A-2535,3384.21,USD,ATM,2025-06-13T12:44:12,FAILED,M-3168
T-6306,A-2410,A-2604,3708.45,USD,POS,2023-09-11T05:25:10,FAILED,M-3026
T-6307,A-2203,A-2346,2976.83,USD,POS,2025-07-11T05:23:17,SUCCESS,M-3051
T-6308,A-2434,A-2511,3825.26,USD,WIRE,2024-11-21T03:24:47,FAILED,M-3071
T-6309,A-2659,A-2409,2381.75,USD,MOBILE,2025-02-23T07:02:56,FAILED,M-3091
T-6310,A-2523,A-2285,3841.16,USD,POS,2024-06-22T01:56:02,FAILED,M-3037
T-6311,A-2501,A-2509,3143.71,USD,POS,2024-12-30T10:28:08,SUCCESS,M-3059
T-6312,A-2054,A-2069,3392.15,USD,MOBILE,2023-11-18T05:54:32,PENDING,M-3127
T-6313,A-2695,A-2334,1517.25,USD,POS,2024-11-11T20:32:23,SUCCESS,M-3039
T-6314,A-2676,A-2532,2463.48,USD,ATM,2025-04-10T01:20:49,FAILED,M-3196
T-6315,A-2677,A-2509,2526.45,USD,ONLINE,2024-07-05T19:06:28,PENDING,M-3125
T-6316,A-2559,A-2018,162.83,USD,POS,2025-06-24T16:25:01,FAILED,M-3195
T-6317,A-2460,A-2322,2215.57,USD,POS,2024-10-24T21:02:13,SUCCESS,M-3096
T-6318,A-2570,A-2675,1518.71,USD,MOBILE,2023-10-03T03:49:17,FAILED,M-3199
T-6319,A-2137,A-2319,1948.46,USD,WIRE,2024-04-06T10:06:37,PENDING,M-3183
T-6320,A-2502,A-2675,3428.44,USD,MOBILE,2024-05-31T15:33:55,FAILED,M-3141
T-6321,A-2575,A-2160,283.41,USD,MOBILE,2023-09-19T12:27:56,PENDING,M-3129
T-6322,A-2386,A-2631,1767.06,USD,ONLINE,2024-05-19T14:03:36,SUCCESS,M-3173
T-6323,A-2028,A-2604,645.35,USD,ONLINE,2023-12-31T09:14:50,PENDING,M-3011
T-6324,A-2597,A-2027,4457.26,USD,MOBILE,2023-11-03T17:37:11,SUCCESS,M-3195
T-6325,A-2438,A-2353,2062.59,USD,ATM,2023-10-16T03:07:50,SUCCESS,M-3091
T-6326,A-2240,A-2663,2964.7,USD,ONLINE,2023-12-14T01:37:41,SUCCESS,M-3079
T-6327,A-2345,A-2173,2694.39,USD,MOBILE,2025-04-03T15:04:41,PENDING,M-3005
T-6328,A-2432,A-2581,4507.54,USD,POS,2023-10-03T14:05:28,PENDING,M-3131
T-6329,A-2480,A-2602,4928.9,USD,WIRE,2025-06-10T23:46:43,FAILED,M-3005
T-6330,A-2330,A-2586,4042.59,USD,ATM,2024-02-11T05:33:03,FAILED,M-3025
T-6331,A-2508,A-2514,3338.6,USD,WIRE,2025-05-03T04:47:39,FAILED,M-3195
T-6332,A-2372,A-2446,2487.27,USD,WIRE,2024-07-19T11:46:37,SUCCESS,M-3051
T-6333,A-2294,A-2271,1490.11,USD,MOBILE,2023-08-31T03:15:23,SUCCESS,M-3012
T-6334,A-2639,A-2094,4221.71,USD,WIRE,2024-10-02T13:54:55,FAILED,M-3183
T-6335,A-2279,A-2068,4006.92,USD,MOBILE,2023-11-29T16:09:19,SUCCESS,M-3145
T-6336,A-2355,A-2078,4119.58,USD,ONLINE,2024-07-06T02:19:10,FAILED,M-3166
T-6337,A-2679,A-2552,1004.38,USD,ONLINE,2025-04-28T02:04:31,PENDING,M-3080
T-6338,A-2527,A-2464,3818.39,USD,POS,2024-03-26T10:51:22,PENDING,M-3171
T-6339,A-2528,A-2191,2498.52,USD,ONLINE,2025-04-20T06:44:33,PENDING,M-3147
T-6340,A-2545,A-2629,4534.64,USD,POS,2023-11-14T17:40:20,PENDING,M-3196
T-6341,A-2205,A-2373,742.98,USD,ONLINE,2025-02-11T18:06:40,FAILED,M-3118
T-6342,A-2420,A-2326,3171.47,USD,ONLINE,2025-07-17T19:32:05,FAILED,M-3016
T-6343,A-2661,A-2164,3435.84,USD,MOBILE,2024-11-01T00:59:41,SUCCESS,M-3065
T-6344,A-2116,A-2153,143.38,USD,MOBILE,2025-04-14T14:45:32,FAILED,M-3049
T-6345,A-2573,A-2446,3236.38,USD,ATM,2023-09-05T22:00:36,SUCCESS,M-3108
T-6346,A-2279,A-2139,1295.69,USD,WIRE,2024-03-10T05:01:01,SUCCESS,M-3007
T-6347,A-2659,A-2043,2431.78,USD,POS,2024-03-11T17:06:36,SUCCESS,M-3184
T-6348,A-2321,A-2616,4336.52,USD,ONLINE,2025-03-28T21:26:46,PENDING,M-3076
T-6349,A-2673,A-2092,4716.09,USD,ATM,2025-05-06T00:38:49,SUCCESS,M-3101
T-6350,A-2584,A-2512,2612.18,USD,WIRE,2025-05-14T14:11:50,FAILED,M-3030
T-6351,A-2508,A-2092,3001.11,USD,ONLINE,2024-07-07T17:52:07,PENDING,M-3060
T-6352,A-2399,A-2241,1093.95,USD,ATM,2025-06-08T21:11:36,SUCCESS,M-3108
T-6353,A-2281,A-2450,1275.26,USD,POS,2023-09-28T13:48:59,FAILED,M-3104
T-6354,A-2546,A-2383,4743.81,USD,WIRE,2025-07-07T07:36:55,FAILED,M-3179
T-6355,A-2486,A-2699,4816.76,USD,ONLINE,2024-10-19T20:39:32,FAILED,M-3063
T-6356,A-2376,A-2315,3228.76,USD,POS,2025-02-21T09:52:20,PENDING,M-3005
T-6357,A-2678,A-2055,4587.7,USD,ONLINE,2023-10-24T02:39:42,PENDING,M-3176
T-6358,A-2393,A-2316,4792.63,USD,POS,2025-02-13T21:28:26,PENDING,M-3163
T-6359,A-2242,A-2453,44.29,USD,ONLINE,2024-12-13T06:50:53,FAILED,M-3099
T-6360,A-2092,A-2241,1055.88,USD,MOBILE,2024-09-17T14:04:12,PENDING,M-3076
T-6361,A-2324,A-2659,3947.64,USD,POS,2025-07-31T01:55:39,FAILED,M-3104
T-6362,A-2482,A-2422,3588.34,USD,ATM,2023-11-13T22:48:42,PENDING,M-3085
T-6363,A-2267,A-2518,1762.52,USD,WIRE,2024-03-12T21:55:19,PENDING,M-3016
T-6364,A-2334,A-2464,141.62,USD,ATM,2023-09-25T04:32:18,PENDING,M-3177
T-6365,A-2454,A-2656,20.36,USD,ONLINE,2025-05-12T09:25:47,FAILED,M-3034
T-6366,A-2589,A-2084,793.32,USD,ATM,2025-04-19T01:46:53,PENDING,M-3028
T-6367,A-2420,A-2327,2394.44,USD,ONLINE,2024-10-28T04:02:15,SUCCESS,M-3115
T-6368,A-2607,A-2335,997.33,USD,ONLINE,2025-06-09T14:49:02,SUCCESS,M-3072
T-6369,A-2402,A-2386,1126.31,USD,WIRE,2024-02-25T22:29:44,PENDING,M-3146
T-6370,A-2626,A-2641,4534.69,USD,ATM,2024-03-25T17:53:29,FAILED,M-3058
T-6371,A-2172,A-2050,3091.93,USD,ONLINE,2024-07-21T13:21:17,SUCCESS,M-3102
T-6372,A-2091,A-2376,4736.48,USD,POS,2024-11-06T13:49:27,PENDING,M-3043
T-6373,A-2538,A-2445,4600.35,USD,MOBILE,2024-05-05T12:42:51,SUCCESS,M-3197
T-6374,A-2229,A-2208,4730.53,USD,ONLINE,2024-03-18T07:37:23,PENDING,M-3048
T-6375,A-2506,A-2391,2159.39,USD,WIRE,2024-03-31T10:14:24,SUCCESS,M-3033
T-6376,A-2289,A-2693,2094.56,USD,ATM,2024-11-08T05:16:18,SUCCESS,M-3048
T-6377,A-2297,A-2268,3090.31,USD,ONLINE,2025-07-06T09:58:07,PENDING,M-3060
T-6378,A-2662,A-2469,56.55,USD,ONLINE,2024-05-26T06:41:33,PENDING,M-3021
T-6379,A-2407,A-2217,1920.56,USD,WIRE,2023-09-18T17:44:30,FAILED,M-3182
T-6380,A-2074,A-2097,298.47,USD,ATM,2025-05-24T15:40:34,FAILED,M-3142
T-6381,A-2362,A-2620,4836.21,USD,POS,2024-07-05T07:31:35,SUCCESS,M-3171
T-6382,A-2259,A-2516,1907.78,USD,ONLINE,2023-09-04T12:56:10,SUCCESS,M-3158
T-6383,A-2572,A-2042,900.96,USD,WIRE,2024-11-27T07:32:25,FAILED,M-3148
T-6384,A-2347,A-2479,452.79,USD,MOBILE,2025-02-04T19:36:17,SUCCESS,M-3033
T-6385,A-2266,A-2119,225.59,USD,MOBILE,2025-05-17T22:01:12,FAILED,M-3080
T-6386,A-2369,A-2440,4514.45,USD,WIRE,2025-06-16T12:03:13,FAILED,M-3072
T-6387,A-2529,A-2320,4463.9,USD,MOBILE,2025-03-23T11:54:39,SUCCESS,M-3111
T-6388,A-2569,A-2673,3992.11,USD,ATM,2024-05-10T18:14:38,SUCCESS,M-3162
T-6389,A-2055,A-2235,184.13,USD,ATM,2025-05-31T04:24:07,PENDING,M-3046
T-6390,A-2478,A-2446,4976.03,USD,POS,2025-08-01T08:35:30,FAILED,M-3029
T-6391,A-2365,A-2574,2291.51,USD,ATM,2025-08-03T17:16:13,SUCCESS,M-3124
T-6392,A-2357,A-2095,4341.52,USD,ATM,2024-09-19T02:13:02,PENDING,M-3052
T-6393,A-2520,A-2279,4455.02,USD,ATM,2023-09-22T12:58:48,PENDING,M-3144
T-6394,A-2004,A-2538,2856.09,USD,POS,2024-07-13T02:30:53,SUCCESS,M-3196
T-6395,A-2510,A-2693,4437.4,USD,ONLINE,2025-05-30T10:54:19,PENDING,M-3024
T-6396,A-2696,A-2124,1870.92,USD,ONLINE,2023-12-06T20:39:30,SUCCESS,M-3100
T-6397,A-2029,A-2083,4154.34,USD,MOBILE,2025-02-14T07:08:48,PENDING,M-3117
T-6398,A-2275,A-2608,34,USD,WIRE,2024-08-15T07:40:04,FAILED,M-3168
T-6399,A-2332,A-2582,1060.78,USD,ONLINE,2024-03-17T06:42:41,FAILED,M-3033
T-6400,A-2056,A-2072,4759.74,USD,POS,2024-05-17T00:33:00,FAILED,M-3140
T-6401,A-2261,A-2182,4825.42,USD,POS,2024-06-30T23:46:53,SUCCESS,M-3061
T-6402,A-2213,A-2166,3898.57,USD,ATM,2024-07-27T06:17:59,SUCCESS,M-3099
T-6403,A-2305,A-2502,3680.77,USD,WIRE,2024-11-30T00:45:22,SUCCESS,M-3110
T-6404,A-2367,A-2681,4161.1,USD,ATM,2024-11-01T14:07:32,FAILED,M-3024
T-6405,A-2456,A-2397,1346.05,USD,MOBILE,2024-02-13T18:48:38,SUCCESS,M-3121
T-6406,A-2432,A-2377,935.85,USD,POS,2025-02-08T01:00:46,SUCCESS,M-3157
T-6407,A-2525,A-2349,3383.82,USD,MOBILE,2024-12-18T18:19:21,PENDING,M-3118
T-6408,A-2644,A-2662,424.43,USD,MOBILE,2025-01-02T20:43:11,SUCCESS,M-3134
T-6409,A-2489,A-2307,4921.01,USD,ATM,2024-10-23T22:50:13,PENDING,M-3038
T-6410,A-2437,A-2302,243.4,USD,POS,2025-08-05T22:01:59,PENDING,M-3145
T-6411,A-2110,A-2522,2068.03,USD,WIRE,2025-06-03T15:28:09,FAILED,M-3108
T-6412,A-2363,A-2260,413.44,USD,POS,2024-05-23T03:56:46,SUCCESS,M-3149
T-6413,A-2677,A-2473,3931.95,USD,POS,2024-11-12T11:02:37,SUCCESS,M-3045
T-6414,A-2426,A-2304,2938.11,USD,MOBILE,2025-01-15T10:23:41,PENDING,M-3080
T-6415,A-2271,A-2349,1059.29,USD,WIRE,2023-09-27T02:46:44,FAILED,M-3047
T-6416,A-2689,A-2108,2674.21,USD,MOBILE,2024-09-07T21:57:20,SUCCESS,M-3111
T-6417,A-2013,A-2175,2388.21,USD,WIRE,2024-03-13T20:59:07,PENDING,M-3167
T-6418,A-2498,A-2310,4066.6,USD,ONLINE,2023-12-14T14:15:49,PENDING,M-3158
T-6419,A-2689,A-2691,4024.18,USD,ATM,2024-12-11T02:43:23,SUCCESS,M-3101
T-6420,A-2014,A-2195,4080.76,USD,POS,2024-03-26T12:36:58,SUCCESS,M-3028
T-6421,A-2492,A-2664,3250.45,USD,WIRE,2023-10-26T06:48:26,SUCCESS,M-3037
T-6422,A-2088,A-2308,2319.81,USD,MOBILE,2024-04-19T12:03:54,SUCCESS,M-3197
T-6423,A-2119,A-2170,3695.21,USD,MOBILE,2023-12-15T16:39:08,FAILED,M-3039
T-6424,A-2020,A-2460,1216.94,USD,WIRE,2025-01-24T04:56:11,FAILED,M-3149
T-6425,A-2052,A-2341,517.8,USD,MOBILE,2024-12-19T02:14:51,FAILED,M-3002
T-6426,A-2592,A-2610,2773.75,USD,POS,2025-01-18T14:09:12,FAILED,M-3187
T-6427,A-2409,A-2497,2957.24,USD,MOBILE,2023-09-08T01:13:11,SUCCESS,M-3131
T-6428,A-2062,A-2540,2112.91,USD,WIRE,2024-04-08T02:09:49,SUCCESS,M-3004
T-6429,A-2274,A-2663,4446.26,USD,MOBILE,2024-12-20T08:43:52,PENDING,M-3106
T-6430,A-2661,A-2355,3489.08,USD,ATM,2024-05-31T11:23:57,FAILED,M-3114
T-6431,A-2196,A-2480,2193.36,USD,ATM,2024-08-13T10:19:12,PENDING,M-3088
T-6432,A-2347,A-2616,3286.51,USD,ONLINE,2025-08-17T20:22:01,PENDING,M-3183
T-6433,A-2399,A-2426,3264.24,USD,MOBILE,2025-06-24T01:48:57,SUCCESS,M-3172
T-6434,A-2636,A-2212,3455.03,USD,MOBILE,2025-01-12T20:31:40,SUCCESS,M-3072
T-6435,A-2177,A-2204,3030.72,USD,MOBILE,2024-08-04T16:49:23,FAILED,M-3040
T-6436,A-2310,A-2240,2786.37,USD,ONLINE,2025-07-31T14:18:42,FAILED,M-3053
T-6437,A-2365,A-2693,877.7,USD,POS,2024-07-26T09:25:21,SUCCESS,M-3040
T-6438,A-2345,A-2440,3089.73,USD,WIRE,2024-01-12T16:58:44,SUCCESS,M-3029
T-6439,A-2498,A-2264,3925.5,USD,WIRE,2024-04-28T03:51:34,FAILED,M-3087
T-6440,A-2154,A-2527,3349.08,USD,MOBILE,2025-06-15T04:52:53,FAILED,M-3154
T-6441,A-2113,A-2108,3050.23,USD,WIRE,2024-01-21T13:21:35,SUCCESS,M-3156
T-6442,A-2519,A-2107,3151.48,USD,ONLINE,2025-01-31T10:48:38,SUCCESS,M-3042
T-6443,A-2299,A-2452,2531.95,USD,ATM,2025-04-08T17:23:24,PENDING,M-3195
T-6444,A-2372,A-2342,619.3,USD,MOBILE,2024-12-25T15:32:35,FAILED,M-3035
T-6445,A-2006,A-2251,1709.89,USD,ATM,2024-10-14T01:34:11,SUCCESS,M-3121
T-6446,A-2272,A-2381,3775.45,USD,ATM,2024-04-05T23:48:40,SUCCESS,M-3183
T-6447,A-2542,A-2431,694.28,USD,MOBILE,2024-08-13T07:18:32,FAILED,M-3058
T-6448,A-2469,A-2528,1812.06,USD,MOBILE,2024-07-07T02:19:58,SUCCESS,M-3174
T-6449,A-2010,A-2529,428.47,USD,MOBILE,2025-04-02T05:48:05,SUCCESS,M-3017
T-6450,A-2444,A-2062,3797.17,USD,WIRE,2024-06-24T21:37:36,SUCCESS,M-3100
T-6451,A-2646,A-2676,4863.44,USD,MOBILE,2024-12-08T08:11:39,PENDING,M-3133
T-6452,A-2566,A-2311,3714.77,USD,POS,2023-11-01T00:46:37,FAILED,M-3184
T-6453,A-2540,A-2625,3502.97,USD,ATM,2025-07-08T15:12:07,PENDING,M-3037
T-6454,A-2639,A-2633,2213.51,USD,MOBILE,2024-12-05T00:58:41,SUCCESS,M-3166
T-6455,A-2308,A-2086,2689.48,USD,ATM,2025-05-13T22:20:07,PENDING,M-3009
T-6456,A-2553,A-2290,468.63,USD,ONLINE,2024-05-20T20:11:42,PENDING,M-3054
T-6457,A-2348,A-2650,121.99,USD,WIRE,2024-01-25T05:16:55,FAILED,M-3040
T-6458,A-2247,A-2311,2116.62,USD,POS,2023-09-30T10:27:51,PENDING,M-3185
T-6459,A-2061,A-2381,3136.81,USD,POS,2023-11-08T22:00:13,SUCCESS,M-3066
T-6460,A-2666,A-2127,1493.32,USD,MOBILE,2024-06-25T01:34:23,FAILED,M-3114
T-6461,A-2241,A-2595,3574.66,USD,WIRE,2025-08-24T06:00:44,SUCCESS,M-3144
T-6462,A-2358,A-2306,3336.28,USD,ATM,2025-06-21T23:13:15,PENDING,M-3072
T-6463,A-2386,A-2532,1241.93,USD,WIRE,2024-04-04T11:12:19,PENDING,M-3188
T-6464,A-2197,A-2369,494.45,USD,MOBILE,2024-09-14T07:53:11,SUCCESS,M-3116
T-6465,A-2094,A-2063,4443.1,USD,ATM,2023-12-12T12:23:10,FAILED,M-3108
T-6466,A-2079,A-2378,2633.65,USD,WIRE,2024-10-06T21:44:26,PENDING,M-3173
T-6467,A-2404,A-2270,2496.64,USD,MOBILE,2024-12-27T21:51:50,PENDING,M-3149
T-6468,A-2501,A-2426,726.01,USD,MOBILE,2024-07-02T22:00:07,PENDING,M-3041
T-6469,A-2468,A-2132,2568.36,USD,POS,2023-11-30T11:03:03,PENDING,M-3180
T-6470,A-2217,A-2466,167.87,USD,WIRE,2024-08-25T04:02:03,FAILED,M-3121
T-6471,A-2121,A-2616,556.13,USD,WIRE,2024-04-10T12:38:45,FAILED,M-3104
T-6472,A-2041,A-2535,593.12,USD,ONLINE,2025-01-29T18:02:41,FAILED,M-3039
T-6473,A-2301,A-2497,3957.06,USD,WIRE,2025-03-01T17:54:15,FAILED,M-3007
T-6474,A-2049,A-2312,1081.83,USD,POS,2024-06-13T02:06:00,SUCCESS,M-3072
T-6475,A-2560,A-2357,4352.78,USD,MOBILE,2025-07-17T22:53:39,PENDING,M-3017
T-6476,A-2317,A-2579,4501.94,USD,MOBILE,2024-10-02T11:47:16,PENDING,M-3115
T-6477,A-2620,A-2135,696.92,USD,MOBILE,2024-05-01T05:54:59,PENDING,M-3195
T-6478,A-2459,A-2152,1629.46,USD,WIRE,2024-11-20T23:11:54,FAILED,M-3186
T-6479,A-2396,A-2238,1698.29,USD,MOBILE,2025-07-30T18:28:08,PENDING,M-3101
T-6480,A-2284,A-2661,4330.44,USD,WIRE,2023-09-06T16:33:34,PENDING,M-3022
T-6481,A-2316,A-2574,623.29,USD,POS,2023-12-09T05:28:21,SUCCESS,M-3165
T-6482,A-2633,A-2554,3789.29,USD,WIRE,2025-04-25T05:00:05,SUCCESS,M-3147
T-6483,A-2487,A-2514,605.81,USD,ATM,2025-02-09T16:37:01,SUCCESS,M-3004
T-6484,A-2281,A-2210,4149.3,USD,MOBILE,2024-06-22T11:34:46,SUCCESS,M-3062
T-6485,A-2546,A-2621,2011.98,USD,MOBILE,2023-12-05T03:10:04,SUCCESS,M-3082
T-6486,A-2348,A-2447,2077.61,USD,ONLINE,2024-12-11T09:27:57,FAILED,M-3046
T-6487,A-2263,A-2093,4899.03,USD,ATM,2025-05-14T02:21:41,FAILED,M-3029
T-6488,A-2147,A-2187,3842.68,USD,ONLINE,2024-08-06T23:24:03,FAILED,M-3065
T-6489,A-2694,A-2173,3074.3,USD,ATM,2024-06-22T23:57:24,SUCCESS,M-3015
T-6490,A-2059,A-2305,498.23,USD,MOBILE,2023-10-31T10:22:05,FAILED,M-3099
T-6491,A-2264,A-2384,264.13,USD,WIRE,2023-11-28T12:23:23,PENDING,M-3030
T-6492,A-2242,A-2504,3763.19,USD,POS,2025-04-06T18:01:38,FAILED,M-3130
T-6493,A-2062,A-2325,2767.84,USD,MOBILE,2024-06-24T15:56:46,SUCCESS,M-3118
T-6494,A-2417,A-2648,4569.11,USD,ONLINE,2024-06-22T02:44:18,PENDING,M-3059
T-6495,A-2600,A-2691,1235.35,USD,ATM,2023-12-11T01:22:13,FAILED,M-3025
T-6496,A-2581,A-2416,424.12,USD,ATM,2025-04-14T15:40:01,SUCCESS,M-3114
T-6497,A-2382,A-2553,3911.21,USD,MOBILE,2025-03-07T03:39:30,PENDING,M-3043
T-6498,A-2462,A-2042,4064.16,USD,ONLINE,2024-10-19T02:32:18,PENDING,M-3000
T-6499,A-2171,A-2000,4667.87,USD,ONLINE,2024-07-01T11:45:46,PENDING,M-3015
T-6500,A-2256,A-2696,4996.21,USD,WIRE,2024-07-29T17:43:32,PENDING,M-3097
T-6501,A-2288,A-2046,3697.22,USD,POS,2023-09-01T16:23:39,FAILED,M-3041
T-6502,A-2091,A-2404,619.27,USD,WIRE,2025-04-14T01:58:39,FAILED,M-3178
T-6503,A-2442,A-2215,2526.58,USD,ONLINE,2024-01-20T20:42:06,PENDING,M-3156
T-6504,A-2267,A-2463,1233.41,USD,ONLINE,2024-04-22T03:18:15,SUCCESS,M-3069
T-6505,A-2470,A-2613,84.29,USD,POS,2024-12-02T02:01:37,PENDING,M-3084
T-6506,A-2487,A-2004,3365.17,USD,WIRE,2024-10-05T02:03:50,PENDING,M-3002
T-6507,A-2500,A-2402,410.34,USD,WIRE,2023-12-03T13:50:19,SUCCESS,M-3137
T-6508,A-2687,A-2455,621.46,USD,WIRE,2024-03-23T07:58:33,FAILED,M-3172
T-6509,A-2396,A-2181,4060.29,USD,POS,2025-05-15T02:08:25,FAILED,M-3196
T-6510,A-2379,A-2197,51.77,USD,ONLINE,2024-07-02T06:27:45,PENDING,M-3113
T-6511,A-2366,A-2196,4082.32,USD,ATM,2025-07-07T01:46:15,SUCCESS,M-3023
T-6512,A-2505,A-2371,1407.38,USD,ATM,2024-10-25T12:17:55,SUCCESS,M-3009
T-6513,A-2200,A-2653,559.18,USD,WIRE,2024-11-30T07:44:48,PENDING,M-3101
T-6514,A-2505,A-2174,972.88,USD,WIRE,2025-08-08T04:46:55,PENDING,M-3141
T-6515,A-2179,A-2066,645.59,USD,ATM,2024-12-28T22:19:06,FAILED,M-3150
T-6516,A-2583,A-2233,3645.85,USD,ATM,2025-04-28T03:30:47,PENDING,M-3133
T-6517,A-2023,A-2694,3074.21,USD,MOBILE,2025-01-31T22:44:12,SUCCESS,M-3136
T-6518,A-2437,A-2656,4715.66,USD,ONLINE,2024-07-12T09:36:50,FAILED,M-3172
T-6519,A-2416,A-2280,3402.47,USD,MOBILE,2024-09-04T19:29:19,FAILED,M-3031
T-6520,A-2529,A-2044,1126.62,USD,MOBILE,2025-01-12T19:07:11,PENDING,M-3184
T-6521,A-2459,A-2323,1962.34,USD,POS,2023-10-01T06:31:58,PENDING,M-3001
T-6522,A-2025,A-2231,2121.98,USD,ATM,2023-12-01T14:30:47,SUCCESS,M-3176
T-6523,A-2168,A-2337,318.91,USD,POS,2024-06-29T00:25:08,FAILED,M-3079
T-6524,A-2442,A-2024,3987.12,USD,ONLINE,2024-06-08T14:57:59,SUCCESS,M-3151
T-6525,A-2110,A-2484,4794.22,USD,ONLINE,2024-06-15T12:53:46,PENDING,M-3061
T-6526,A-2242,A-2074,3001.82,USD,POS,2023-12-26T19:42:39,PENDING,M-3198
T-6527,A-2457,A-2592,432.25,USD,POS,2025-06-08T09:07:11,FAILED,M-3031
T-6528,A-2320,A-2066,314.7,USD,POS,2024-09-16T02:09:26,FAILED,M-3032
T-6529,A-2625,A-2641,333.62,USD,WIRE,2025-03-28T00:12:01,SUCCESS,M-3110
T-6530,A-2301,A-2390,483.67,USD,ATM,2024-09-10T23:46:21,PENDING,M-3102
T-6531,A-2675,A-2638,2269.79,USD,MOBILE,2025-05-25T15:46:53,PENDING,M-3002
T-6532,A-2634,A-2103,3256.35,USD,MOBILE,2025-02-07T16:47:16,PENDING,M-3086
T-6533,A-2336,A-2601,544.49,USD,WIRE,2024-04-11T23:18:19,PENDING,M-3049
T-6534,A-2069,A-2607,4522.33,USD,WIRE,2023-09-30T08:46:03,FAILED,M-3049
T-6535,A-2363,A-2431,3624.49,USD,ATM,2023-12-27T09:25:36,SUCCESS,M-3123
T-6536,A-2140,A-2045,642.77,USD,MOBILE,2023-10-14T10:10:51,PENDING,M-3015
T-6537,A-2667,A-2366,2920.41,USD,ATM,2025-07-23T03:57:28,SUCCESS,M-3079
T-6538,A-2480,A-2316,1717.79,USD,POS,2024-06-04T05:33:09,PENDING,M-3154
T-6539,A-2600,A-2673,727.28,USD,WIRE,2025-05-25T22:06:55,PENDING,M-3173
T-6540,A-2055,A-2432,981.06,USD,ATM,2025-08-21T14:39:59,SUCCESS,M-3088
T-6541,A-2349,A-2193,2381.25,USD,WIRE,2024-09-15T18:46:10,PENDING,M-3170
T-6542,A-2339,A-2592,4815.51,USD,ONLINE,2023-12-07T04:44:51,FAILED,M-3144
